title,creator,description,date,date_approximate,subject,source,publisher,identifier,format,type,rights,rightsstatement,language,digital_specifications,date_digital,location,latitude,longitude,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Gold Hill Heliport DFTM Project,,Gold Hill Heliport DFTM Project,1974-06-25,,group portraits; automobiles; rangers (forest);,ID Dept of Lands,,ddt_spray_photos38,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Gold Hill,46.9678,-116.7931,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/186,186,forestryresearch186,image,forestryresearch186.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch186.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch186_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch186_th.jpg,
Great Horned Owl,"Larrison, Earl J.","Owl mounted by the son of James W. Pate, Shoshone, Idaho",1971,,wildlife; taxidermy; raptors (birds); taxidermy mounts;,Earl Junior Larrison Papers (MG233),,MG233_F82_N4_I4,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/187,187,forestryresearch187,image,forestryresearch187.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch187.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch187_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch187_th.jpg,
Great Horned Owl and Prey,"Larrison, Earl J.","Owl mounted by the son of James W. Pate, Shoshone, Idaho",1971,,wildlife; taxidermy; raptors (birds); taxidermy mounts;,Earl Junior Larrison Papers (MG233),,MG233_F82_N4_I5,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/188,188,forestryresearch188,image,forestryresearch188.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch188.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch188_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch188_th.jpg,
Helicopter Landing,"Schofield, Phil",Brown's Meadow Heliport Bell 205 Landing for Pesticide Refill,1974,,group portraits; helicopters; fieldwork (research); automobiles; rangers (forest);,ID Dept of Lands,,ddt_spray_photos12,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/189,189,forestryresearch189,image,forestryresearch189.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch189.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch189_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch189_th.jpg,
Coyote,"Larrison, Earl J.","Canine mounted by the son of James W. Pate, Shoshone, Idaho.",1971,,wildlife; taxidermy; taxidermy mounts;,Earl Junior Larrison Papers (MG233),,MG233_F82_N4_I6,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/190,190,forestryresearch190,image,forestryresearch190.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch190.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch190_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch190_th.jpg,
Duck,"Larrison, Earl J.","Duck mounted by the son of James W. Pate, Shoshone, Idaho",1971,,wildlife; ducks (birds); taxidermy; taxidermy mounts;,Earl Junior Larrison Papers (MG233),,MG233_F82_N4_I7,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/191,191,forestryresearch191,image,forestryresearch191.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch191.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch191_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch191_th.jpg,
Ring Necked Pheasants,"Larrison, Earl J.","Bird mounted by the son of James W. Pate, Shoshone, Idaho",1971,,wildlife; fowl; taxidermy; taxidermy mounts;,Earl Junior Larrison Papers (MG233),,MG233_F82_N4_I8,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/192,192,forestryresearch192,image,forestryresearch192.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch192.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch192_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch192_th.jpg,
Ring Necked Pheasant,"Larrison, Earl J.","Bird mounted by the son of James W. Pate, Shoshone, Idaho",1971,,wildlife; fowl; taxidermy; taxidermy mounts;,Earl Junior Larrison Papers (MG233),,MG233_F82_N4_I9,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/193,193,forestryresearch193,image,forestryresearch193.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch193.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch193_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch193_th.jpg,
Evening Grosbeaks,"Larrison, Earl J.",Grosbeaks posed on the edge of a watering container.,1951-05-14,,wildlife; bird feeders;birdbaths;,Earl Junior Larrison Papers (MG233),,MG233_F83_N1_I1,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/194,194,forestryresearch194,image,forestryresearch194.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch194.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch194_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch194_th.jpg,
Gold Hill Heliport DFTM Project,,Gold Hill Heliport DFTM Project,1974-06-25,,group portraits; helicopters; rangers (forest);,ID Dept of Lands,,ddt_spray_photos39,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Gold Hill,46.9678,-116.7931,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/195,195,forestryresearch195,image,forestryresearch195.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch195.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch195_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch195_th.jpg,
Ptarmigan,"Larrison, Earl J.",A few ptarmigan beginning to change color at the edge of a snowfield.,1951-05-14,yes,wildlife; fowl; snow; snowfields;,Earl Junior Larrison Papers (MG233),,MG233_F83_N1_I3,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/196,196,forestryresearch196,image,forestryresearch196.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch196.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch196_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch196_th.jpg,
Woodpecker,"Larrison, Earl J.",An unidentified woodpecker scoping out an aspen tree.,1951-05-14,yes,wildlife; aspen (trees);,Earl Junior Larrison Papers (MG233),,MG233_F83_N1_I2,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/197,197,forestryresearch197,image,forestryresearch197.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch197.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch197_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch197_th.jpg,
Swan Face,"Larrison, Earl J.",Upclose profile shot of a swan.,1951-05-14,yes,wildlife; taxidermy;,Earl Junior Larrison Papers (MG233),,MG233_F83_N1_I4,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/198,198,forestryresearch198,image,forestryresearch198.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch198.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch198_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch198_th.jpg,
Chipmunk Field Work,"Larrison, Earl J.",A biology field trip William Hunt prepping chipmunks for mammal study.,1966,,portraits; taxidermy; wildlife; fieldwork (research); rodentia (order);,Earl Junior Larrison Papers (MG233),,MG233_F84_N1_I1,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/199,199,forestryresearch199,image,forestryresearch199.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch199.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch199_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch199_th.jpg,
Tussock Moth Caterpillar,"Schofield, Phil",Douglas-fir Tussock Moth lowering on silken thread after being sprayed w/ DDT,1974,,wildlife; caterpillars;,ID Dept of Lands,,ddt_spray_photos13,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/200,200,forestryresearch200,image,forestryresearch200.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch200.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch200_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch200_th.jpg,
Plant Study,"Larrison, Earl J.","Biology field trip, students studying plants.",1966-07-01,,group portraits; textbooks; forests (plant communities); picnic tables; picnic tables; books;,Earl Junior Larrison Papers (MG233),,MG233_F84_N1_I2,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/201,201,forestryresearch201,image,forestryresearch201.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch201.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch201_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch201_th.jpg,
Surveying [1],"Larrison, Earl J.",Iain Baxter using surveying transit.,1959,,portraits; scrublands; transits; fieldwork (research); surveying;,Earl Junior Larrison Papers (MG233),,MG233_F84_N1_I3,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/202,202,forestryresearch202,image,forestryresearch202.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch202.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch202_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch202_th.jpg,
Flight,"Larrison, Earl J.",Iain Baxter signalling white sighting thru transit.,1959-06-01,,portraits; scrublands; transits; fieldwork (research); surveying;,Earl Junior Larrison Papers (MG233),,MG233_F84_N1_I4,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/203,203,forestryresearch203,image,forestryresearch203.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch203.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch203_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch203_th.jpg,
Surveying [2],"Larrison, Earl J.",Professor Larrison holding line marking rod while Baxter sights it into correct position.,1959-06-01,,portraits; scrublands; surveying; fieldwork (research);,Earl Junior Larrison Papers (MG233),,MG233_F84_N1_I5,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/204,204,forestryresearch204,image,forestryresearch204.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch204.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch204_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch204_th.jpg,
Tour Group,,"Tour: foreground Cox, Royce; Bousfield, Wayne; Bundy, Wayne",1974-06-25,,group portraits; school buses; automobiles; rangers (forest);,ID Dept of Lands,,ddt_spray_photos40,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/205,205,forestryresearch205,image,forestryresearch205.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch205.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch205_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch205_th.jpg,
The Snake River,"Larrison, Earl J.",Field Trip down the Snake River.,1968-10-01,,scenery (landscape); rivers;canyons;,Earl Junior Larrison Papers (MG233),,MG233_F84_N1_I9,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Snake River,46.348,-117.0585,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/206,206,forestryresearch206,image,forestryresearch206.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch206.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch206_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch206_th.jpg,
Stagger Inn Campground,"Larrison, Earl J.",Pend Oreille County Washington Workshop in the Kaniksu National Forest,1968,yes,group portraits; forests (plant communities); automobiles; picnic tables;campgrounds; log (wood);,Earl Junior Larrison Papers (MG233),,MG233_F85_N1_I1,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Kaniksu National Forest,48.3359,-116.171,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/207,207,forestryresearch207,image,forestryresearch207.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch207.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch207_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch207_th.jpg,
Seining in Huft Lake [1],"Larrison, Earl J.",Seining in Huft Lake.,1968,yes,group portraits; fishing; nets (objects); creeks (bodies of water); rivers;,Earl Junior Larrison Papers (MG233),,MG233_F85_N1_I2,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Huft Lake,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/208,208,forestryresearch208,image,forestryresearch208.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch208.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch208_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch208_th.jpg,
Scuba Diving,"Larrison, Earl J.",Diving in Huft Lake Pend Oreille County Washington,1968,yes,group portraits; creeks (bodies of water); forests (plant communities);rivers; log (wood);,Earl Junior Larrison Papers (MG233),,MG233_F85_N1_I3,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Huft Lake,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/209,209,forestryresearch209,image,forestryresearch209.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch209.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch209_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch209_th.jpg,
Seining in Huft Lake [2],"Larrison, Earl J.",Seining in Huft Lake.,1968,yes,group portraits; fishing; nets (objects); creeks (bodies of water); rivers;,Earl Junior Larrison Papers (MG233),,MG233_F85_N1_I4,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Huft Lake,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/210,210,forestryresearch210,image,forestryresearch210.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch210.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch210_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch210_th.jpg,
Tussock Moth Headquarters,"Schofield, Phil","Foreground LtoR:Lister, Ken; Finan, Chuck Background right at microscope Rose, Debbie; Chancellor, John; Homing, Fred (watching)",1974,,group portraits; research laboratories; forestry maps; rangers (forest);,ID Dept of Lands,,ddt_spray_photos15,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/211,211,forestryresearch211,image,forestryresearch211.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch211.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch211_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch211_th.jpg,
Gold Hill Heliport DFTM Project,,Gold Hill Heliport DFTM Project,1974-06-25,,group portraits; helicopters; automobiles; rangers (forest);,ID Dept of Lands,,ddt_spray_photos37,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,Gold Hill,46.9678,-116.7931,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/212,212,forestryresearch212,image,forestryresearch212.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch212.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch212_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch212_th.jpg,
Reflectometry Work,"Larrison, Earl J.",Earl Larrison using the reflectometer,1955-04-28,,portraits; taxidermy; wildlife; biological sciences equipment; rodentia (order);,Earl Junior Larrison Papers (MG233),,MG233_F98_I1,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/213,213,forestryresearch213,image,forestryresearch213.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch213.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch213_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch213_th.jpg,
Reflectometry,"Larrison, Earl J.",Earl Larrison using the reflectometer,1955-04-28,,portraits; taxidermy; wildlife; biological sciences equipment; rodentia (order);,Earl Junior Larrison Papers (MG233),,MG233_F98_I2,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/214,214,forestryresearch214,image,forestryresearch214.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch214.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch214_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch214_th.jpg,
Tussock Moth Observations,,DFTM Project Bundy on left Bill Cesla on right in yellow shirt,1974-06-25,,group portraits; forests (plant communities);,ID Dept of Lands,,ddt_spray_photos42,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/215,215,forestryresearch215,image,forestryresearch215.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch215.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch215_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch215_th.jpg,
Rodent Reflectometry,"Larrison, Earl J.",Earl Larrison using the reflectometer,1955-04-28,,portraits; biological sciences equipment; wildlife; rodentia (order);,Earl Junior Larrison Papers (MG233),,MG233_F98_I3,image/jpeg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/216,216,forestryresearch216,image,forestryresearch216.jpg,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch216.jpg,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch216_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch216_th.jpg,
