title,creator,description,date,date_is_approximate,subject-lcsh,subject,relation,contributing_institution,publisher_digital,digital_collection_website,source,identifier,publisher,format_original,type,format,digitization_specifications,rights,rightsstatement,language,date_digital,coverage,idaho_county,latitude,longitude,cdm_url,cdmid,objectid,timelinejs,display_template,filename,object_location,image_small,image_thumb,errors
Random Observations,"Curtis, Albert B. (Albert Bruce), 1903-1985","Handwritten notes on various aspects of the Bruce's Eddy Project [?]; including, notes on the reservoir, power capacity, and flood control",1963-11-21,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-038,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/415,415,dworshak415,,pdf,dworshak415.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak415.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak415_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak415_th.jpg,
New Deputy Director of Civil Works,"Tyson, Max and Department of the Army","A memo from Matt Tyson to Bert Curtis, informing him of the appointment of Colonel Richard H. Groves to Deputy Director of Civil Works. An typed announcement for public release concerning the new appointment is included.",1969-01-16,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Corps of Engineers (U.S.); Dworshak Dam (Idaho); Groves, Richard H., 1923-;",public officers; dworshak dam; memos; corps of engineers; colonels,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-040,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/419,419,dworshak419,,pdf,dworshak419.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak419.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak419_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak419_th.jpg,
Notes on Dworshak Dam,"Curtis, Albert B. (Albert Bruce), 1903-1985",Typed notes for a speech on Dworshak Dam. Includes a variety of statistics pertaining to the project.,1964-11-10,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",public officers; speeches; dworshak dam,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-035,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/431,431,dworshak431,,pdf,dworshak431.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak431.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak431_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak431_th.jpg,
Resolution concerning the Dworshak Pool,"Gillette, Jack E.","A typed letter from Jack Gillette, Assistant Commissioner of Forestry and Fire, to Bert Curtis noting that he is sending Curtis a copy of a resolution outlining the federal governments taking of land surrounding the Dworshak pool. A copy of the resolution is also included.",1969-09-12,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Idaho. State Board of Land Commissioners; Dworshak Dam (Idaho); Orofino (Idaho);",correspondence; public officers; idaho state board of land commissioners,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-042,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/434,434,dworshak434,,pdf,dworshak434.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak434.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak434_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak434_th.jpg,
Memo for files,"Koppang, M.O.","A typed memo containing information from John Batt, Real Estate Division of Army Engineers.",1969-09-16,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Corps of Engineers (U.S.);",corps of engineers; real estate; wildlife acquisition,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-043,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/436,436,dworshak436,,pdf,dworshak436.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak436.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak436_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak436_th.jpg,
Letter from Ruby Verge,"Verge, Ruby","A letter from Ruby Verge which informs Bert Curtis [?] of a note on the Dworshak [?] register from a man from Dent, Idaho",1970-08-04,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho); Dent (Idaho);",dworshak dam; dent; correspondence; cabins,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-044,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/438,438,dworshak438,true,pdf,dworshak438.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak438.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak438_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak438_th.jpg,
Notice of public hearing,"Giesen, Robert J.","A typed notice from Robert Geisen, Colonel of the Corps of Engineers which includes an open invitation for a public hearing on the development and management of Dworshak Dam, to be held in Orofino. Included is information on the development of the dam, future uses, public access, and wildlife habitat.",1969-04-14,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Corps of Engineers (U.S.); Dworshak Dam (Idaho); Orofino (Idaho);",dworshak dam; colonels; wildlife habitat; corps of engineers; orofino,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-041,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/448,448,dworshak448,,pdf,dworshak448.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak448.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak448_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak448_th.jpg,
Maps of Dworshak,United States. Army. Corps of Engineers,Three maps outlining the use of lands surrounding Dworshak Dam and the reservoir,1970-11-20,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho); Corps of Engineers (U.S.); Clearwater River (Idaho);",dworshak dam; clearwater river; corps of engineers,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-046,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/452,452,dworshak452,true,pdf,dworshak452.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak452.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak452_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak452_th.jpg,
Things to do today,"Curtis, Albert B. (Albert Bruce), 1903-1985","A typed document with ""Things to do Today"" printed at the top, and ""Wednesday, June 2, 1965"" printed on the bottom, above an image of calendar pages from May, June, and July. Two jokes are written on the note, possibly by Curtis.",1965-06-02,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",joke; calendar,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-048,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/454,454,dworshak454,true,pdf,dworshak454.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak454.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak454_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak454_th.jpg,
Dworshak Dam and Reservoir: Pertinent Data,,A typed document containing information on Dworshak Dam and Reservoir,1970-11-21,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-047,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/459,459,dworshak459,true,pdf,dworshak459.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak459.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak459_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak459_th.jpg,
Public meeting on lower Clearwater River,"Matthias, Harold L.; United States Army Corps of Engineers; Connell, Richard M.",Three typed documents: an announcement of a public meeting on lower clearwater river; an announcement that the meeting has been postponed; and information on a study conducted to investigate the further development of the Clearwater River between Lewiston and Ahsahka.,1970-11-19,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho); Corps of Engineers (U.S.); Clearwater River (Idaho);",dworshak dam; clearwater river; corps of engineers,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-045,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/468,468,dworshak468,true,pdf,dworshak468.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak468.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak468_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak468_th.jpg,
Notes for a speech,"Curtis, Albert B. (Albert Bruce), 1903-1985",Handwritten notes on lined paper. Possibly Bert Curtis wrote them for a speech.,1965-06-03,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-049,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/473,473,dworshak473,true,pdf,dworshak473.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak473.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak473_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak473_th.jpg,
Radio transcript,"Thomas, Don","A typed transcript of a segment broadcast over Radio Station KRLC, Lewiston, Idaho on September 28 and 29, 1971. The segment is a scathing indictment of the Dworshak Dam project.",1971-09-28,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);Clearwater River (Idaho);","thomas, don; dworshak dam; criticism",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-051,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/476,476,dworshak476,true,pdf,dworshak476.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak476.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak476_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak476_th.jpg,
Radio transcript,"Thomas, Don","A typed transcript of a radio segment broadcast over Radio Station KRLC, Lewiston Idaho on September 30 and October 1, 1971. In the segment, broadcaster Don Thomas objects to the Corps of Engineers proposal to build Dykes around Lewiston, Idaho.",1971-09-28,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);Clearwater River (Idaho); Lewiston (Idaho);",,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-052,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/479,479,dworshak479,,pdf,dworshak479.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak479.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak479_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak479_th.jpg,
Bruce's Eddy statistics,,A typed document containing statistics on Bruce's Eddy dam and reservoir,1968-07-01,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-054,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/481,481,dworshak481,true,pdf,dworshak481.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak481.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak481_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak481_th.jpg,
Clearwater dam boosters,United States. Congress. House. Committee on Public Works and Transportation. Subcommittee on Water Resources,A typed note from the Water Resources Committee of Orofino which calls for members to send information that supports the construction of Bruce's Eddy to Washington DC.,1968-07-02,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",bruces eddy; orofino; clearwater resources committee,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-055,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/483,483,dworshak483,true,pdf,dworshak483.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak483.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak483_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak483_th.jpg,
Speech given to the US Senate,"Curtis, Albert B. (Albert Bruce), 1903-1985","A typed copy of a speech delivered by Bert Curtis to the Senate in support of the Bruce's Eddy Project. ""Senate talk Wash, D.C."" is handwritten at the top.",1965-07-01,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho); United States. Senate;",public officers; speeches; bruces eddy; orofino; u.s. senate,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-053,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/489,489,dworshak489,true,pdf,dworshak489.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak489.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak489_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak489_th.jpg,
Ownership information,,A typed document consisting of statistics on the ownership of land surrounding the Bruce's Eddy Pool,1965-06-04,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak reservoir; ownership,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-050,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/501,501,dworshak501,true,pdf,dworshak501.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak501.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak501_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak501_th.jpg,
Factsheet,Dravo Corporation,A memo from Duane Cronk & Associates to Frank Roberts of the Dravo Corporation containing quick facts pertaining to Dworshak Dam,1968-07-03,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dravo corporation; dworshak dam,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7b-056,,,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/508,508,dworshak508,true,pdf,dworshak508.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak508.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak508_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak508_th.jpg,
Dworshak Dam Project 23 (Ahsahka),,"A nice view of Ahsahka & the forks of the river. Note on back: ""Note the work by Murphy Bros. of  Spokane has just started in the construction of the access road up to dam site. See the clearing on the left. Ahsahka mill, lower, and Orofino in the distance, upstream on upper right. Canoe camp is marked by wax pencil. This is where Lewis and Clark stopped in 1805 and changed their horses for canoes to continue their trip to the mouth of the Columbia. This is now a part of the Nez perce Historical Park. Bet they never thought of a dam when they were there.  (A. B. Curtis)""",1966,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; ahsahka mill; forks; rivers; murphy bros.; construction; access road; clearing; orofino; canoe camp; lewis; clark; regional history; nez perce historical park,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00721,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/509,509,dworshak509,true,image,dworshak509.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak509.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak509_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak509_th.jpg,
Dworshak Dam Project 24 (Dam site),,View of the dam site before construction started. Looking west.,1954,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; dam site; construction,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00722,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/510,510,dworshak510,true,image,dworshak510.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak510.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak510_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak510_th.jpg,
Dworshak Dam Project 25 (Valley),,Aerial view of the valley before any work started. Looking right at the mouth of the N. Fk. of the Clearwater River and Ahsahka.  Orofino in distance.,1965,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; valley; mouth; north fork; clearwater river; ahsahka; orofino,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00723,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/511,511,dworshak511,true,image,dworshak511.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak511.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak511_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak511_th.jpg,
