title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"The Family Tree : 1939, November","Vol. 4 No. 02, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3911,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/232,232,233.pdf,/spec_pot/supp/232/index.pdf,spec_pot232,pdf,spec_pot232.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot232.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot232_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot232_th.jpg,""
"The Family Tree : 1939, December","Vol. 4 No. 03, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3912,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/212,212,213.pdf,/spec_pot/supp/212/index.pdf,spec_pot212,pdf,spec_pot212.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot212.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot212_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot212_th.jpg,""
"The Family Tree : 1940, January","Vol. 4 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/374,374,375.pdf,/spec_pot/supp/374/index.pdf,spec_pot374,pdf,spec_pot374.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot374.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot374_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot374_th.jpg,""
"The Family Tree : 1940, February","Vol. 4 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/392,392,393.pdf,/spec_pot/supp/392/index.pdf,spec_pot392,pdf,spec_pot392.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot392.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot392_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot392_th.jpg,""
"The Family Tree : 1940, March","Vol. 4 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/383,383,384.pdf,/spec_pot/supp/383/index.pdf,spec_pot383,pdf,spec_pot383.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot383.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot383_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot383_th.jpg,""
"The Family Tree : 1940, April","Vol. 4 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/401,401,402.pdf,/spec_pot/supp/401/index.pdf,spec_pot401,pdf,spec_pot401.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot401.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot401_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot401_th.jpg,""
"The Family Tree : 1940, May","Vol. 4 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/410,410,411.pdf,/spec_pot/supp/410/index.pdf,spec_pot410,pdf,spec_pot410.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot410.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot410_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot410_th.jpg,""
"The Family Tree : 1940, June","Vol. 4 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/437,437,438.pdf,/spec_pot/supp/437/index.pdf,spec_pot437,pdf,spec_pot437.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot437.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot437_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot437_th.jpg,""
"The Family Tree : 1940, July","Vol. 4 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/419,419,420.pdf,/spec_pot/supp/419/index.pdf,spec_pot419,pdf,spec_pot419.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot419.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot419_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot419_th.jpg,""
"The Family Tree : 1940, August","Vol. 4 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/428,428,429.pdf,/spec_pot/supp/428/index.pdf,spec_pot428,pdf,spec_pot428.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot428.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot428_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot428_th.jpg,""
"The Family Tree : 1940, September","Vol. 4 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/446,446,447.pdf,/spec_pot/supp/446/index.pdf,spec_pot446,pdf,spec_pot446.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot446.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot446_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot446_th.jpg,""
"The Family Tree : 1940, October","Vol. 5 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/455,455,456.pdf,/spec_pot/supp/455/index.pdf,spec_pot455,pdf,spec_pot455.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot455.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot455_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot455_th.jpg,""
"The Family Tree : 1940, November","Vol. 5 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/473,473,474.pdf,/spec_pot/supp/473/index.pdf,spec_pot473,pdf,spec_pot473.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot473.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot473_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot473_th.jpg,""
"The Family Tree : 1940, December","Vol. 5 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1940-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/464,464,465.pdf,/spec_pot/supp/464/index.pdf,spec_pot464,pdf,spec_pot464.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot464.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot464_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot464_th.jpg,""
"The Family Tree : 1941, January","Vol. 5 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4101,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/482,482,483.pdf,/spec_pot/supp/482/index.pdf,spec_pot482,pdf,spec_pot482.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot482.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot482_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot482_th.jpg,""
"The Family Tree : 1941, February","Vol. 5 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4102,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/491,491,492.pdf,/spec_pot/supp/491/index.pdf,spec_pot491,pdf,spec_pot491.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot491.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot491_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot491_th.jpg,""
"The Family Tree : 1941, March","Vol. 5 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4103,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/527,527,528.pdf,/spec_pot/supp/527/index.pdf,spec_pot527,pdf,spec_pot527.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot527.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot527_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot527_th.jpg,""
"The Family Tree : 1941, April","Vol. 5 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4104,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/500,500,501.pdf,/spec_pot/supp/500/index.pdf,spec_pot500,pdf,spec_pot500.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot500.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot500_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot500_th.jpg,""
"The Family Tree : 1941, May","Vol. 5 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4105,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/536,536,537.pdf,/spec_pot/supp/536/index.pdf,spec_pot536,pdf,spec_pot536.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot536.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot536_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot536_th.jpg,""
"The Family Tree : 1941, June","Vol. 5 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4106,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/518,518,519.pdf,/spec_pot/supp/518/index.pdf,spec_pot518,pdf,spec_pot518.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot518.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot518_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot518_th.jpg,""
"The Family Tree : 1941, July","Vol. 5 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4107,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/509,509,510.pdf,/spec_pot/supp/509/index.pdf,spec_pot509,pdf,spec_pot509.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot509.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot509_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot509_th.jpg,""
"The Family Tree : 1941, August","Vol. 5 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4108,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/545,545,546.pdf,/spec_pot/supp/545/index.pdf,spec_pot545,pdf,spec_pot545.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot545.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot545_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot545_th.jpg,""
