objectid,title,creator,date,archival_date,description,issue-volume,subject,location,idaho_county,source,identifier,filename,type,format_original,format,digital_collection,contributing_institution,language,rights,rightsstatement,cataloger,transcriber,display_template,object_location,image_small,image_thumb
foc_v04-n04,Clearwater Defender: News of the Big Wild Vol. 4 No. 4,Friends of the Clearwater,2007,2007,"12 pages, color print",Vol 4 No 4,forest management; forestry; land management; habitat; wildlife; logging; legislation,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Northern Rockies",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V04N04,foc_v04-n04.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v04-n04.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v04-n04_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v04-n04_th.jpg
foc_v04-n05,Clearwater Defender: News of the Big Wild Vol. 4 No. 5,Friends of the Clearwater,2007,2007,"12 pages, color print",Vol 4 No 5,forest management; forestry; land management; habitat; wildlife; logging; wilderness; roads,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Montana",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V04N05,foc_v04-n05.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v04-n05.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v04-n05_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v04-n05_th.jpg
foc_v04-n06,Clearwater Defender: News of the Big Wild Vol. 4 No. 6,Friends of the Clearwater,2007,2007,"14 pages, black and white print",Vol 4 No 6,forest management; forestry; land management; habitat; wildlife; logging; legislation; wolves; canis lupus (species); fire (event),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V04N06,foc_v04-n06.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v04-n06.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v04-n06_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v04-n06_th.jpg
foc_v05-n01,Clearwater Defender: News of the Big Wild Vol. 5 No. 1,Friends of the Clearwater,2008,2008,"16 pages, black and white print",Vol 5 No 1,national forests; land management; forestry; roads; wolves; canis lupus (species); wildlife; habitat; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V05N01,foc_v05-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v05-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v05-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v05-n01_th.jpg
foc_v05-n02,Clearwater Defender: News of the Big Wild Vol. 5 No. 2,Friends of the Clearwater,2008,2008,"12 pages, black and white print",Vol 5 No 2,forest management; forestry; land management; habitat; wildlife; logging; legislation; wolverines (species); roads; bears; ursidae (family); wolves; canis lupus (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Missoula, Montana",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V05N02,foc_v05-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v05-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v05-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v05-n02_th.jpg
foc_v05-n03,Clearwater Defender: News of the Big Wild Vol. 5 No. 3,Friends of the Clearwater,2008,2008,"16 pages, black and white print",Vol 5 No 3,forest management; forestry; land management; habitat; wildlife; logging; wolves; canis lupus (species); legislation; roads; fire (event); mining,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V05N03,foc_v05-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v05-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v05-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v05-n03_th.jpg
foc_v05-n04,Clearwater Defender: News of the Big Wild Vol. 5 No. 4,Friends of the Clearwater,2009,2009,"12 pages, black and white print",Vol 5 No 4,forest management; forestry; land management; habitat; wildlife; logging; bears; ursidae (family); wolves; canis lupus (species); legislation; lynx (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Northern Rockies",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V05N04,foc_v05-n04.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v05-n04.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v05-n04_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v05-n04_th.jpg
foc_v06-n01,Clearwater Defender: News of the Big Wild Vol. 6 No. 1,Friends of the Clearwater,2009,2009,"10 pages, black and white print",Vol 6 No 1,forest management; forestry; land management; habitat; wildlife; logging; legislation; Nez Perce; indigenous people,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Northern Rockies",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V06N01,foc_v06-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v06-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v06-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v06-n01_th.jpg
foc_v06-n02,Clearwater Defender: News of the Big Wild Vol. 6 No. 2,Friends of the Clearwater,2009,2009,"12 pages, color print",Vol 6 No 2,forest management; forestry; land management; habitat; wildlife; logging; bighorn sheep (species); dams (hydraulic structures); earthworm (species); salmon (fish),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V06N02,foc_v06-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v06-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v06-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v06-n02_th.jpg
foc_v07-n01,Clearwater Defender: News of the Big Wild Vol. 7 No. 1,Friends of the Clearwater,2010,2010,"12 pages, color print",Vol 7 No 1,forest management; forestry; land management; habitat; wildlife; logging; wolves; canis lupus (species); roads; national forests; legislation; ,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Larson Creek, Montana",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V07N01,foc_v07-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v07-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v07-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v07-n01_th.jpg
foc_v07-n02,Clearwater Defender: News of the Big Wild Vol. 7 No. 2,Friends of the Clearwater,2010,2010,"12 pages, color print",Vol 7 No 2,land management; forestry; basins (landforms); wildlife; habitat; Research Natural Areas; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V07N02,foc_v07-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v07-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v07-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v07-n02_th.jpg
foc_v07-n03,Clearwater Defender: News of the Big Wild Vol. 7 No. 3,Friends of the Clearwater,2010,2010,"8 pages, color print",Vol 7 No 3,forest management; forestry; land management; habitat; wildlife; logging; wilderness,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V07N03,foc_v07-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v07-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v07-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v07-n03_th.jpg
foc_v08-n01,Clearwater Defender: News of the Big Wild Vol. 8 No. 1,Friends of the Clearwater,2011,2011,"12 pages, black and white print",Vol 8 No 1,industrialization; national forests; wildlife; logging; forest management; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V08N01,foc_v08-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v08-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v08-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v08-n01_th.jpg
foc_v08-n02,Clearwater Defender: News of the Big Wild Vol. 8 No. 2,Friends of the Clearwater,2011,2011,"12 pages, black and white print",Vol 8 No 2,wildlife; land management; Research Natural Areas; wilderness; wolves; canis lupus (species); logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V08N02,foc_v08-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v08-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v08-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v08-n02_th.jpg
foc_v08-n03,Clearwater Defender: News of the Big Wild Vol 8 No 3,Friends of the Clearwater,2011,2011,"20 pages, black and white print",Vol 8 No 3,forest management; forestry; land management; habitat; wildlife; logging; legislation; national forests; wilderness; wolves; canis lupus (species); industrialization,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_V08N03,foc_v08-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_v08-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_v08-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_v08-n03_th.jpg
foc_2012-n01,Clearwater Defender: News of the Big Wild Winter 2012 No. 1,Friends of the Clearwater,2012,2012,"12 pages, black and white print",Winter 2012 No 1,forest management; forestry; land management; habitat; wildlife; logging; legislation; national forests; hiking; wolves; canis lupus (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2012N01,foc_2012-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2012-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2012-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2012-n01_th.jpg
foc_2012-n02,Clearwater Defender: News of the Big Wild Summer 2012 No. 2,Friends of the Clearwater,2012,2012,"12 pages, color print",Summer 2012 No 2,forest management; forestry; land management; habitat; wildlife; logging; industrialization; legislation; earthworm; wolves; canis lupus (species); American elk (species); cervus canadensis (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2012N02,foc_2012-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2012-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2012-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2012-n02_th.jpg
foc_2012-special,Clearwater Defender: News of the Big Wild 25th Anniversary Special Edition,Friends of the Clearwater,2012,2012,"20 pages, color print",Special Edition,forest management; forestry; land management; habitat; wildlife; logging; legislation; wilderness; national forests; protests,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2012special,foc_2012-special.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2012-special.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2012-special_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2012-special_th.jpg
foc_2013-n01,Clearwater Defender: News of the Big Wild Winter 2013 No. 1,Friends of the Clearwater,2013,2013,"8 pages, color print",Winter 2013 No 1,forest management; forestry; land management; habitat; wildlife; logging; wolverines (species); legislation; wilderness; industrialization; mining,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2013N01,foc_2013-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2013-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2013-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2013-n01_th.jpg
foc_2013-n02,Clearwater Defender: News of the Big Wild Summer 2013 No. 2,Friends of the Clearwater,2013,2013,"12 pages, color print",Summer 2013 No 2,land management; forestry; national forests; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2013N02,foc_2013-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2013-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2013-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2013-n02_th.jpg
foc_2013-n03,Clearwater Defender: News of the Big Wild Fall 2013 No. 3,Friends of the Clearwater,2013,2013,"16 pages, color print",Fall 2013 No 3,land management; indigenous people; habitat; wildlife; forestry; logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2013N03,foc_2013-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2013-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2013-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2013-n03_th.jpg
foc_2013-n04,Clearwater Defender: News of the Big Wild Winter 2013 No. 4,Friends of the Clearwater,2013,2013,"8 pages, color print",Winter 2013 No 4,national forests; forest management; logging; wildlife,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2014N04,foc_2013-n04.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2013-n04.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2013-n04_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2013-n04_th.jpg
foc_2014-n01,Clearwater Defender: News of the Big Wild Spring 2014 No. 1,Friends of the Clearwater,2014,2014,"12 pages, color print",Spring 2014 No 1,land management; rivers; forestry; national forests; logging; wildlife,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2014N01,foc_2014-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2014-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2014-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2014-n01_th.jpg
foc_2014-n02,Clearwater Defender: News of the Big Wild Fall 2014 No. 2,Friends of the Clearwater,2014,2014,"12 pages, color print",Fall 2014 No 2,forest management; forestry; land management; habitat; wildlife; logging; wilderness; legislation,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2014N02,foc_2014-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2014-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2014-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2014-n02_th.jpg
