title,authors,date,archival date,editors,subject,publisher,identifier,format original,format,filename,Source,type,findingaid,digital collection,language,rights,rightsstatement,full text,objectid,display_template,object_location,image_small,image_thumb
"Buddhist Peace Fellowship, vol. 11, no. 1, Spring 1989","Byers, Bruce; Butler, Katy; Schneider, David; Aiello, Pat; Denney, Sten; Ingram, Catherine",1989,1989,"Schneider, David; Kotler, Arnold; Cooper, Andy; Kaza, Stephanie; Watson, Lawrence; Brown, Janine",Buddhism; newsletters; wars; veterans; mental health ,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1989,newsletter,application/pdf,turningwheel-spring1989.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf024,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1989.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1989_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1989_th.jpg
"Buddhist Peace Fellowship, vol. 11, no. 22, Summer 1989","Davis, Susan; Lee, Wing; Lazar, Ed; Gopnik, Adam; Holmes, Sandra Jishu; Kotler, Arnold; Klinger-Lesser, Lee; Butler, Katy; Meier, Barbara; Ingram, Catherine; Aitken-roshi",1989,1989,"Schneider, David; Kotler, Arnold; Cooper, Andy; Kaza, Stephanie; Watson, Lawrence; Ginsburg, Eva; Moore, Melissa",Buddhism; newsletters; homeless persons; tax bills,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1989,newsletter,application/pdf,turningwheel-summer1989.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf025,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1989.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1989_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1989_th.jpg
"Buddhist Peace Fellowship, Fall 1989","Ingram, Catherine; Sam, Canyon; Aitken, Robert; Gorin, Joe; Tanahashi, Kaz; Epstein, Robert",1989,1989,"Schneider, David; Kotler, Arnold; Kaza, Stephanie; Howe, Margaret; Watson, Lawrence; Dickey, Kathleen; Craddock, Chris; Moore, Melissa",Buddhism; newsletters; peace medals; dalai lamas,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1989,newsletter,application/pdf,turningwheel-fall1989.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf026,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1989.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1989_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1989_th.jpg
"Buddhist Peace Fellowship, Winter 1990","Forest, Jim; Green, Paula; Wise, Nina; Hoffman, Gene; Lieberman, Marc; Denney, Steve; Krech, Gregg; Davis, Susan; Eliot, Wende",1990,1990,"Schneider, David; Kotler, Arnold; Kaza, Stephanie; Huwe, Margaret; Davis, Susan; Watson, Lawrence; Fields, Felicia; Craddock, Chris",Buddhism; newsletters; AIDS (medical syndrome); refugee camps,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1990,newsletter,application/pdf,turningwheel-winter1990.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf027,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1990.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1990_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1990_th.jpg
"Buddhist Peace Fellowship, Spring 1990","Rowell, Galen; Moon, Susan; Hodge, Helena Norburg; Lazar, Edward; Green, Paula; Austin, Jim; Kaza, Stephanie; Schneider, David; Anderson, Jude; Petnick, Basya; Cashman, Tyrone; Tyndall, Margot; Tyndall, Gordon; Allen, Steve; Rothberg, Donald; Macy, Joanna; Spretnak, Charlene; Griffin, Susan",1990,1990,"Schneider, David; Kaza, Stephanie; Howe, Margaret; Davis, Susan; Waters, Will; Watson, Larry; Dickey, Kathleen",Buddhism; newsletters; religious ethics; occupations (armed conflicts),"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1990,newsletter,application/pdf,turningwheel-spring1990.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf028,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1990.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1990_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1990_th.jpg
"Buddhist Peace Fellowship, Summer 1990","Scott, Maylie; Ermachild, Melody; Johnson, Wendy; Kaza, Stephanie; Tanahashi, Kaz; Cooper, Andy; Sidor, Ellen; Dr. Kabilsingh",1990,1990,"Schneider, David; Moon, Susan; Kaza, Stephanie; Howe, Margaret; Davis, Susan; Waters, Will; Watson, Lawrence",Buddhism; newsletters; Native American,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1990,newsletter,application/pdf,turningwheel-summer1990.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf029,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1990.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1990_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1990_th.jpg
"Buddhist Peace Fellowship, Fall 1990","Hoffman, Gene Knudsen; Tollifson, Joan; Smith, Judy; Schneider, Tensho David; Roshi, Dainin Katagiri; Sam, Canyon; Keyser, Christine; Green, Paula; Tanahashi, Kaz; MacMichael, Lynn; McCormick, Karen; Rothberg, Donald; Friedman, Lenore; Jones, Ken",1990,1990,"Moon, Susan; Howe, Margaret; Watson, Lawrence; Cannon, Pat; Fields, Felicia; Rehwaldt, Nancy; Waters, Will; Waters, Katya",Buddhism; newsletters; wars,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1990,newsletter,application/pdf,turningwheel-fall1990.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf030,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1990.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1990_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1990_th.jpg
"Buddhist Peace Fellowship, Winter 1991","Smith, Joel Preston; Galland, China; Citron, Lisa; Kornfield, Jack; Macy, Joanna; Tulku, Chagdud; Hanh, Thich Nhat; Aitken, Robert; Peaslee, Claire; Sigg, Jake; Rudnick, Wendy Johnson; Getz, Andrew; Larsen, Eric; St. John, Matthias; McMahon, Patrick; Clark, William; Perelman, Reuben; Akers, Ellery; Friedman, Lenore; Codiga, Doug; Lesser, Jason; Moon, Susan; Aikman, Amanda; McLeod, Mark; Grenier, Bob; Gallagher, Mark; Kaza, Stephanie; See, Prudence; Clements, Alan; Tyndall, Gordon",1991,1991,"Moon, Susan; Howe, Margaret; Waters, Will; Watson, Lawrence; Cannon, Pat; Collett, Merrill; Fields, Felicia; Fitzmaurice, Anne; Peskind, Steve; Schwartz, Ellen; Wyzer, Katya",Buddhism; newsletters; wars; nuclear bombs,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1991,newsletter,application/pdf,turningwheel-winter1991.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf031,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1991.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1991_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1991_th.jpg
"Buddhist Peace Fellowship, Spring 1991","Griffin, Susan; Rutter, Peter; Rand, Yvonne; Boucher, Sandy; Cutts, Linda; Kjolhede, Bodhin; Fischer, Norman; Mitchell, Stephen; Aitken, Robert; Schneider, Tensho David; Moon, Susan; Green, Paula; Kaza, Stephanie; Abbott, Keith; Cashman, Ty; McCormick, Karen; Howe, Margaret",1991,1991,"Moon, Susan; Senauke, Alan; Waters, Will; McMahon, Patrick; Watson, Lawrence; Bryant, Thelma; Collett, Merrill; St.Clair, Kate; Sluiter, Nancy; Walker, Paul",Buddhism; newsletters; elementary education; wars,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1991,newsletter,application/pdf,turningwheel-spring1991.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf032,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1991.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1991_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1991_th.jpg
"Turning Wheel, Summer 1991","Moon, Susan; McLeod, Mark; Rowan, Diana N.; Blouin, Barbara; Kornfield, Jack; Anderson, Shelley; Collett, Merrill; Senauke, Alan; Waters, Will; Dilloo, Frieda Gordon; Keyser, Chris; Anderson, Bill; Merriam, Eve; Donegan, Pat; Hirshfield, Jane; Poonvoralak, Fa; Koirala, Moihan",1991,1991,"Moon, Susan; Senauke, Alan; Waters, Will; Watson, Lawrence; Barrett, Mary; Bryant, Thelma; Codiga, Doug; Collett, Merrill; Kutchins, Albert; Rosenthal, Ellen; St.Clair, Kate; Tieger, Susan; Yarbro, Caroline",Buddhism; newsletters; mandalas,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1991,newsletter,application/pdf,turningwheel-summer1991.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf033,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1991.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1991_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1991_th.jpg
"Turning Wheel, Fall 1991","Hutanuwatr, Pracha; Titmuss, Christopher; Metzger, Deena; Ariyaratne, A.T.; Aitken, Robert; Hammonds, Barbara; Lassaw-Paljor, Denise; Whilden, Kathy; Hunter, Sandy; Howe, Margaret; Pace, Gary; Chodron, Thubten; Masters, Jarvis; Maizlish, Joe; Gong, Judyth; Friedman, Lenore; McCormick, Karen; Levin, Fran; Bunting, Basil; Merriam, Eve; McNally, Robert; Culbertson, Janet; Capparell, Lorraine; Bailey, Peter; Anon",1991,1991,"Moon, Susan; Senauke, Alan; Watson, Lawrence; Bryant, Thelma; Caignon, Denise; Waters, Will",Buddhism; newsletters; dharma,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1991,newsletter,application/pdf,turningwheel-fall1991.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf034,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1991.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1991_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1991_th.jpg
"Turning Wheel, Winter 1992","Thurman, Robert; Rowan, Diana N.; Masters, Jarvis; Ermachild, Melody; Aitken, Robert; Sheats, La.don; Kensin, Temujin; Tenzin, Namdol; Buhmeyer, John; Davis, Mark; Dyer, Bill; McGauley, Scott; Morgan, Ruth; Lassaw-Paljor, Denise; Spretnak, Charlene; Tyndall, Gordon; Cutts, Linda; Kaza, Stephanie; Maizlish, Joe; de Lissovoy, Noah; Gong, Judyth; Capparell, Lorraine; See, Prudence; Rumi",1992,1992,"Moon, Susan; Caignon, Denise; Senauke, Alan; Waters, Will; Watson, Lawrence; Barrett, Mary; Bryant, Thelma; Fields, Felicia",Buddhism; newsletters; prisons (institutions),"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1992,newsletter,application/pdf,turningwheel-winter1992.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf035,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1992.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1992_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1992_th.jpg
"Turning Wheel, Spring 1992","Moon, Susan; Masters, Jarvis; Hunter, Sandy; Waters, Will; Rothberg, Donald; Shippee, Paul; Gable, Cate; Caignon, Denise; Kalyanavaca, Dharmacharini; Eggers, Maria-Christina; Byrne, Ed; Haroutunian, Donna; Acutt, Michael; Lasalle-Klein, Lynn; Byers, Bruce A.; Pace, Marie; Maizlish, Joe; Bezner, Kevin; Simmons, Elly; McMahon, Patrick; Forbes, Deanna; Fisher-Smith, Dot; Manjuvajra",1992,1992,"Caignon, Denise; Moon, Susan; Queen, Miriam; McMahon, Patrick; Tollifson, Joan; Senauke, Alan; Williams, Maura; Watson, Lawrence; Bryant, Thelma; Fields, Felicia; Waters, Will",Buddhism; newsletters; homeless persons,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1992,newsletter,application/pdf,turningwheel-spring1992.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf036,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1992.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1992_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1992_th.jpg
"Turning Wheel, Summer 1992","Neidjie, Bill; Ermachild, Melody; Moon, Susan; Wilson, Darryl; Lang, Julian; Cloud-Morgan, Larry; Jones, Helen; Goldring, Beth; Kutchins, A]; Reed, Christopher; Rothberg, Donald; Senauke, Alan; Ghosananda, Maha; Green, Paula; Tollifson, Joan; McCormick, Karen; Olmsted, Marc; Stablein, Marilyn",1992,1992,"Moon, Susan; Waters, Will; Bryant, Thelma; Caignon, Denise; Froelich, Veronica; Kutchins, AJ; Lane, George; McMahon, Patrick; Queen, Miriam; Senauke, Alan; Watson, Lawrence; Barrett, Mary",Buddhism; newsletters; Native American; nuclear test sites,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1992,newsletter,application/pdf,turningwheel-summer1992.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf037,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1992.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1992_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1992_th.jpg
"Turning Wheel, Fall 1992","Kaza, Stephanie; McMahon, Patrick; Roshi, Robert Aitken; Friedman, Lenore; Logan-Olivas, Jeff; Gunn, Bob; Queen, Miriam; Schneider, David; Harrison, Gavin; Cassin, Gregg; Hickey, Shannon; Blue, Dan; Ward, Joan; Fernandez, Daniel Boutemy; Warner, Cary; Minogue, Kuya; Chase, Al; Masters, Jarvis; Abbott, Keith; Walsh, Roger",1992,1992,,Buddhism; newsletters; sexual orientation,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1992,newsletter,application/pdf,turningwheel-fall1992.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf038,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1992.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1992_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1992_th.jpg
"Turning Wheel, Winter 1993","Anderson, Reb; Palmers, Vanya; Tollifson, Joan; Ames, Diane; Kaza, Stephanie; Stablein, Marilyn; Martin, Rafe; Henkel, Charlie; Johnson, Wendy; Berkowitz, Jon; Scott, Maylie; Weiss, Pam; Macy, Joanna; Barrows, Anita; Anderson, Bill; Sutherland, Rebecca; Watson, Lawrence; Legendre, Bokara; Currant, Nanda; See, Prudence",1993,1993,"Moon, Susan; Waters, Will; Bryant, Thelma; Caignon, Denise; Kutchins, AJ; McMahon, Patrick; Senauke, Alan; Watson, Lawrence",Buddhism; newsletters; wild animals; animal traps,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1993,newsletter,application/pdf,turningwheel-winter1993.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf039,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1993.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1993_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1993_th.jpg
"Turning Wheel, Spring 1993","Anthony, Carl; Sherover-Marcuse, Ricky; Ermachild, Melody; Chodron, Thubten; Cooper, Andrew; de Almeida, Joeritta; Hall, John; Imamura, Ryo; Tanaka, Ken; Schireson, Jill; Bryant, Thelma; Sandidge, Barbara; Kostka, Robert; Sugden, Philip",1993,1993,"Moon, Susan; Waters, Will; Bryant, Thelma; Caignon, Denise; Ermachild, Melody; Froelich, Veronica; Kutchins, AJ; Senauke, Alan; Stout, Meredith; Watson, Lawrence; Abramowitz, Orite; Thorn, Jordan; Walker, Paul",Buddhism; newsletters; institutional racism; racial discrimination,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1993,newsletter,application/pdf,turningwheel-spring1993.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf040,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1993.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1993_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1993_th.jpg
"Turning Wheel, Summer 1993","Aitken, Robert; Suzuki-roshi, Shunryu; Fischer, Aron; Tyndall, Gordon; Cooper, Andrew; Maull, Fleet; Ames, Diane; Snyder, Gary; Masters, Jarvis; Moon, Susan; Stasi, Lawrence Di; Chodron, Thubten; Rothberg, Donald; Senauke, Alan; Hockenhull, Rufus; Oda, Mayumi; Sutherland, Rebecca; Maat, Bernstein and Moser",1993,1993,"Moon, Susan; Waters, Will; Bryant, Thelma; Ermachild, Melody; Kutchins, AJ; Senauke, Alan; Watson, Lawrence; Barrett, Mary; Thorn, Jordan",Buddhism; newsletters; money (objects); prostitution,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1993,newsletter,application/pdf,turningwheel-summer1993.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf041,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1993.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1993_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1993_th.jpg
