objectid,title,creator,date,abstract,description,subject,location,department,publisher,source,identifier,format_original,type,format,language,link,rights,rightsstatement,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb
ir0069,State Agency Roles in Idaho Water Quality Policy (Special Report for the Idaho Legislature),Allen C. Turner; Jay O'Laughlin,1991,"The framework of laws and regulations that affect water quality was analyzed, with an emphasis on nonpoint sources of surface water pollution. Agency responsibilities for program implementation were determined; 196 full-time equivalent state agency personnel are involved in water quality programs. The policy design is adequate, with little or no duplication of effort due to carefully designed agency assignments and interagency cooperative agreements. A list of 34 unresolved policy issues represents an agenda for action.",Policy Analysis Group Report - University of Idaho College of Natural Resources,state land; water quality; environmental policy;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/69,69,62.pdf,/IR/image/62.pdf,pdf,ir0069.pdf,https://objects.lib.uidaho.edu/ir/ir0069.pdf,https://objects.lib.uidaho.edu/ir/small/ir0069_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0069_th.jpg
ir0070,Wolf Recovery in Central Idaho: Alternative Strategies and Impacts,Carla Wise; Jeffrey J. Yeo; Dale Goble; James M. Peek; Jay O'Laughlin,1991,"The report did not focus on whether wolf recovery should proceed, but instead on three recovery strategies and their likely impacts on other land use activities (grazing, hunting, etc.) in and around potential wolf recovery areas in central Idaho. Alternatives are: (1) natural dispersal, (2) reintroduction, and (3) federal legislative action. Arguments for and against each strategy were presented in concise tables indicating potential impacts. The report was used to develop the Environmental Impact Statement released in 1994.",Policy Analysis Group Report - University of Idaho College of Natural Resources,endangered species; environmental policy; wolves,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/70,70,63.pdf,/IR/image/63.pdf,pdf,ir0070.pdf,https://objects.lib.uidaho.edu/ir/ir0070.pdf,https://objects.lib.uidaho.edu/ir/small/ir0070_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0070_th.jpg
ir0071,Idaho Department of Fish and Game's Land Acquisition and Management Program,Carla Wise; Jay O'Laughlin,1990,"The program's history, purpose, and status was analyzed to educate voters about a referendum for a constitutional amendment that would authorize the Department to make payments in lieu of property taxes to the counties where the Department's 116,101 acres of land are located. Neighboring states own at least as much land exclusively for wildlife purposes; Utah and Washington each have three times as much. Information in the report appeared in newspapers and was used in the legislature. Voters approved the referendum, and a bill introduced in the 1992 legislature to implement such payments quietly passed into law.",Policy Analysis Group Report - University of Idaho College of Natural Resources,state land; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/71,71,64.pdf,/IR/image/64.pdf,pdf,ir0071.pdf,https://objects.lib.uidaho.edu/ir/ir0071.pdf,https://objects.lib.uidaho.edu/ir/small/ir0071_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0071_th.jpg
ir0072,Policies Affecting Implementation of Landscape-scale Treatments on National Forest System Lands at High Risk of Insect and Disease Mortality,Philip S. Cook; Patrick Wilson,2015,Almost 40% of Idaho's land base is national forests managed by the U.S. Forest Service (USFS). The focus of this report is three provisions of the 2014 Farm Bill (P.L. 113-79) that could lead to increased cooperative management between the state of Idaho and the USFS to improve conditions on Idaho's national forests. This report analyzes the provisions through replies to a series of focus questions.,Policy Analysis Group Report - University of Idaho College of Natural Resources,environmental policy; national forest monitoring and assessment; plant diseases,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/72,72,65.pdf,/IR/image/65.pdf,pdf,ir0072.pdf,https://objects.lib.uidaho.edu/ir/ir0072.pdf,https://objects.lib.uidaho.edu/ir/small/ir0072_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0072_th.jpg
ir0073,"Fuel Treatments in Idaho's Forests: Effectiveness, Constraints, and Opportunities",Philip S. Cook; Jay O'Laughlin,2014,"Wildfires in Idaho and throughout the western United States have increased in extent and intensity over the past 25 years, resulting in increased severity of adverse effects, including increased risks to firefighters, personal property, and ecosystem services, as well as increased costs for fire suppression and forest rehabilitation. One response to such wildfire problems is to design and implement fuel treatments in an attempt to reduce the severity of effects from wildfires. Fuel treatments lessen the amount of fuel available for burning and/or rearrange fuels to increase the probability that they burn with less intensity. This report summarizes research about fuel treatment effectiveness after wildfires have occurred and examines the risks associated with fuel treatments. In addition, the report summarizes policies that currently affect fuel treatment implementation and suggests policy options that may increase fuel treatment effectiveness.",Policy Analysis Group Report - University of Idaho College of Natural Resources,wildfires; forest fires; forest conservation; fuel management; wildfire management;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/73,73,66.pdf,/IR/image/66.pdf,pdf,ir0073.pdf,https://objects.lib.uidaho.edu/ir/ir0073.pdf,https://objects.lib.uidaho.edu/ir/small/ir0073_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0073_th.jpg
ir0074,BLM Riparian Policy in Idaho: Analysis of Public Comment on a Proposed Policy Statement.,Kendall L. Johnson; Carrie Mosley; Jeffrey C. Mosley; Jay O'Laughlin,1990,"Gathered and analyzed comments from 8 workshops and a mail survey of 225 organizations to determine if the proposed policy addressed important public concerns. It did, with the exception of educational outreach, which has now been incorporated into the BLM's final policy statement.",Policy Analysis Group Report - University of Idaho College of Natural Resources,environmental policy; water quality,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/74,74,67.pdf,/IR/image/67.pdf,pdf,ir0074.pdf,https://objects.lib.uidaho.edu/ir/ir0074.pdf,https://objects.lib.uidaho.edu/ir/small/ir0074_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0074_th.jpg
ir0075,Idaho's Endowment Lands: A Matter of Sacred Trust,Jay O'Laughlin,1990,"A distinction must be made between the management objectives established by law for federal public lands in Idaho and the objectives for Idaho's state lands. State lands were acquired from the federal government under a trust agreement whereby proceeds from the disposal or use of the lands would exclusively benefit certain designated public institutions, primarily public schools. This trust arrangement is clearly defined in law and has stood many legal challenges. However, certain individuals and groups tend to either confuse or ignore the fundamental difference in the management objectives of these two categories of public lands. They contend that Idaho's state lands should be managed for a variety of purposes to benefit a variety of groups and individuals, much as federal land is managed.  The review of pertinent law in this report indicates that the notion of managing the grant lands for a wide variety of purposes and public benefits seems to violate both federal and state law. These lands were granted to the state for the purpose of establishing a perpetual endowment for specific beneficiaries, mainly the public schools. As a matter of trust, the state is obligated to sell, lease, exchange, or manage the grant lands, producing full value (now defined as ""maximum long term financial return"") from them only to benefit the specific institutions designated by law as trust beneficiaries.",Policy Analysis Group Report - University of Idaho College of Natural Resources,state land; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2016-03-30,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/75,75,68.pdf,/IR/image/68.pdf,pdf,ir0075.pdf,https://objects.lib.uidaho.edu/ir/ir0075.pdf,https://objects.lib.uidaho.edu/ir/small/ir0075_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0075_th.jpg
ir0076,Sage-grouse Habitat Conservation Policy and the Wildfire Threat in Idaho,Jay O'Laughlin; Philip S. Cook; Zachary Johnson; Eva Strand,2014,"The combined impacts of wildfires and invasive plant species are primary threats to greater sage-grouse populations in Idaho because they destroy and fragment habitat. Because of that, and other threats, the U.S. Fish and Wildlife Service (USFWS) has proposed adding sage-grouse to the list of species protected by the federal Endangered Species Act (ESA), a decision that will be finalized in September 2015. The State of Idaho's goal is to prevent the ESA listing by identifying conservation activities intended to ensure the long-term viability of sage-grouse in the state. An effective strategy to reduce the wildfire/invasives threat would include actions for: (1) protecting existing habitat by managing fuels, establishing fuel breaks, and restricting travel; (2) responding quickly to wildfires, using early detection methods and having the right resources in the right places at the right times; and (3) preventing invasive species from gaining footholds, which is best done by protecting existing habitat from wildfires and responding quickly to wildfires. An ESA listing will not be prevented unless such actions are adequately ensured by regulatory mechanisms. This report identifies what might suffice as adequate regulatory mechanisms.",Policy Analysis Group Report - University of Idaho College of Natural Resources,invasive species; wildfires; endangered species; sage-grouse; wildlife management;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/76,76,69.pdf,/IR/image/69.pdf,pdf,ir0076.pdf,https://objects.lib.uidaho.edu/ir/ir0076.pdf,https://objects.lib.uidaho.edu/ir/small/ir0076_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0076_th.jpg
ir0077,Would a transfer of federal lands to the State of Idaho make or lose money?,Jay O'Laughlin,2014,"Prepared in response to a request by Representative Lawrence Denney, Co-Chair of the Federal Lands Interim Committee of the Idaho Legislature",Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,state land; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/77,77,70.pdf,/IR/image/70.pdf,pdf,ir0077.pdf,https://objects.lib.uidaho.edu/ir/ir0077.pdf,https://objects.lib.uidaho.edu/ir/small/ir0077_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0077_th.jpg
ir0078,Wildland Fire Management: Are actively managed forests more resilient than passively managed forests?,Jay O'Laughlin,2013,Prepared for the Office of Governor C.L. Butch Otter,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,fire control; fuel management; wildfire management;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/78,78,71.pdf,/IR/image/71.pdf,pdf,ir0078.pdf,https://objects.lib.uidaho.edu/ir/ir0078.pdf,https://objects.lib.uidaho.edu/ir/small/ir0078_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0078_th.jpg
ir0079,"Secure Rural Schools Program Reauthorization, U.S. Forest Service Timber Sale Program, and Trust Land Management.",Jay O'Laughlin,2011,Prepared for Rep. Ral Labrador'.s staff,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,environmental policy; rural areas; forest products,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/79,79,72.pdf,/IR/image/72.pdf,pdf,ir0079.pdf,https://objects.lib.uidaho.edu/ir/ir0079.pdf,https://objects.lib.uidaho.edu/ir/small/ir0079_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0079_th.jpg
ir0080,"Wildfire Risk Reduction, Fuels Treatment, and Federal Land Management Planning: Incorporating Risk Analysis into Landscape- and Project-level Planning.",Jay O'Laughlin,2010,"Prepared for Wildland Fire Leadership Council by Jay O'Laughlin and presented in  Reno, Nevada",Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,wildfire management; fuel management; state land; risk analysis,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/80,80,73.pdf,/IR/image/73.pdf,pdf,ir0080.pdf,https://objects.lib.uidaho.edu/ir/ir0080.pdf,https://objects.lib.uidaho.edu/ir/small/ir0080_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0080_th.jpg
ir0081,Oil and Gas Exploration and Development Policies in Idaho,Zachary Johnson; Philip S. Cook; Jay O'Laughlin; Kenton Bird,2013,"This report describes historic and current exploration events in Idaho, provides a brief technical background on the four phases of oil and gas development, and identifies and analyzes existing policies in Idaho. Development can provide economic, environmental, and national security benefits. Most policies are state laws and the regulations for implementing them and are designed primarily to protect water quality. Existing policies appear to address many of the concerns related to environmental effects of oil and gas development and will need adequate implementation, monitoring, and enforcement.",Policy Analysis Group Report - University of Idaho College of Natural Resources,environmental policy; natural resources; oil development; gas development;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/81,81,74.pdf,/IR/image/74.pdf,pdf,ir0081.pdf,https://objects.lib.uidaho.edu/ir/ir0081.pdf,https://objects.lib.uidaho.edu/ir/small/ir0081_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0081_th.jpg
ir0082,"Biomass Crop Assistance Program (BCAP): Analysis of Proposed Options for Matching Payments for the Collection, Harvest, and Transport of Forest Biomass.",Rich Lane; Jay O'Laughlin,2010,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,biofuels; biomass; fuel management; payment agreements,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/82,82,75.pdf,/IR/image/75.pdf,pdf,ir0082.pdf,https://objects.lib.uidaho.edu/ir/ir0082.pdf,https://objects.lib.uidaho.edu/ir/small/ir0082_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0082_th.jpg
ir0083,Carbon Sequestration Strategies in the Forest Sector.,Jay O'Laughlin,2008,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,carbon sequestration; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/83,83,76.pdf,/IR/image/76.pdf,pdf,ir0083.pdf,https://objects.lib.uidaho.edu/ir/ir0083.pdf,https://objects.lib.uidaho.edu/ir/small/ir0083_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0083_th.jpg
ir0084,Timber Harvests and Receipts from National Forest System Lands in Idaho.,Jay O'Laughlin,2007,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,state land; forest management; resource management,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/84,84,77.pdf,/IR/image/77.pdf,pdf,ir0084.pdf,https://objects.lib.uidaho.edu/ir/ir0084.pdf,https://objects.lib.uidaho.edu/ir/small/ir0084_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0084_th.jpg
ir0085,Fuel Treatments on Rangelands,Philip S. Cook; Jay O'Laughlin,2011,"This report is intended to introduce policy makers and citizens to issues related to wildfire management and fuel treatments on Idaho's rangelands. The report summarizes the findings of fuel treatment studies on rangelands in Idaho and comparable areas of the western U.S., examines the risks associated with fuel treatment alternatives, summarizes the policies that currently affect fuel treatment implementation, and suggests research and policy alternatives that may increase fuel treatment effectiveness.",Policy Analysis Group Report - University of Idaho College of Natural Resources,fuel treatment; rangeland; wildfire management; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/85,85,78.pdf,/IR/image/78.pdf,pdf,ir0085.pdf,https://objects.lib.uidaho.edu/ir/ir0085.pdf,https://objects.lib.uidaho.edu/ir/small/ir0085_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0085_th.jpg
ir0086,Ecosystem Services and Environmental Market Potentials: Portland Katoomba Conference Notes.,Jay O'Laughlin; John A. Helms,2006,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,ecosystem services;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/86,86,79.pdf,/IR/image/79.pdf,pdf,ir0086.pdf,https://objects.lib.uidaho.edu/ir/ir0086.pdf,https://objects.lib.uidaho.edu/ir/small/ir0086_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0086_th.jpg
ir0087,Economic Impact of Salmon and Steelhead Fishing in Idaho: Review of the Idaho Rivers United Report.,Jay O'Laughlin,2005,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,fishing; economic analysis; rivers; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/87,87,80.pdf,/IR/image/80.pdf,pdf,ir0087.pdf,https://objects.lib.uidaho.edu/ir/ir0087.pdf,https://objects.lib.uidaho.edu/ir/small/ir0087_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0087_th.jpg
ir0088,Accounting for Greenhouse Gas Emissions from Wood Bioenergy,Jay O'Laughlin,2010,"The utilization of woody biomass to produce energy is accompanied by concerns about sustainable forest management and greenhouse gas (GHG) emissions from burning biomass. The conversion, or potential conversion, of land from native forest to biofuel crops has led to reconsideration of emissions accounting practices. This report critiques and responds to the Biomass Sustainability and Carbon Policy Study commissioned by the Massachusetts Department of Energy Resources and conducted by the Manomet Center for Conservation Sciences. This report is designed to respond to a call for information by the U.S. Environmental Protection Agency as it reconsiders how GHG emissions from biomass combustion should be treated under its regulatory responsibilities.",Policy Analysis Group Report - University of Idaho College of Natural Resources,greenhouse gases; fuel management; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/88,88,81.pdf,/IR/image/81.pdf,pdf,ir0088.pdf,https://objects.lib.uidaho.edu/ir/ir0088.pdf,https://objects.lib.uidaho.edu/ir/small/ir0088_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0088_th.jpg
ir0089,Are Prescribed Burning Projects Feasible in Idaho Wilderness Areas?,Philip S. Cook; Jay O'Laughlin,2004,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,wilderness areas; fuel management; controlled burning,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/89,89,82.pdf,/IR/image/82.pdf,pdf,ir0089.pdf,https://objects.lib.uidaho.edu/ir/ir0089.pdf,https://objects.lib.uidaho.edu/ir/small/ir0089_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0089_th.jpg
ir0090,Bighorn Sheep and Domestic Sheep: Current Situation in Idaho,Jay O'Laughlin; Philip S. Cook,2010,"This report describes the existing situation in late 2009 for the conservation and sustainability of wild Rocky Mountain bighorn sheep (BHS) populations in Idaho, while also maintaining domestic sheep (DS) operations, some of them reliant on federal land grazing allotments. Reducing the risk of DS transmitting fatal respiratory disease to BHS involves separating BHS and DS to prevent contact between these sheep cousins. Separation can adversely affect some DS operations. The main problem addressed herein is BHS/DS interaction. We describe 1) federal and state decision processes and events for BHS conservation that affect DS grazing in the vicinity of BHS, 2) the participants involved in those processes and their perspectives, and 3) the information they rely on. By design we do not identify alternatives to the current situation, but hope the information will help Idahoans understand the full range of issues as they seek ways to sustain viable BHS populations and DS operations throughout the state.",Policy Analysis Group Report - University of Idaho College of Natural Resources,sheep; livestock; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/90,90,83.pdf,/IR/image/83.pdf,pdf,ir0090.pdf,https://objects.lib.uidaho.edu/ir/ir0090.pdf,https://objects.lib.uidaho.edu/ir/small/ir0090_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0090_th.jpg
ir0091,Policies for Risk Assessment in Federal Land and Resource Management Decisions.,Jay O'Laughlin,2004,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,risk assessment; state land; resource management; land management; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/91,91,84.pdf,/IR/image/84.pdf,pdf,ir0091.pdf,https://objects.lib.uidaho.edu/ir/ir0091.pdf,https://objects.lib.uidaho.edu/ir/small/ir0091_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0091_th.jpg
ir0092,Superfund Liability Reform in 2002.,Jay O'Laughlin,2003,"Prepared by Jay O'Laughlin (2003), in response to a request from U.S. Senator Larry Craig's office.",Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,fiscal policies; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/92,92,85.pdf,/IR/image/85.pdf,pdf,ir0092.pdf,https://objects.lib.uidaho.edu/ir/ir0092.pdf,https://objects.lib.uidaho.edu/ir/small/ir0092_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0092_th.jpg
ir0093,The Variable Impact of Dams on Columbia and Snake River Salmon Populations.,Jay O'Laughlin,2003,,Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,dams; environmental policy; salmon,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/93,93,86.pdf,/IR/image/86.pdf,pdf,ir0093.pdf,https://objects.lib.uidaho.edu/ir/ir0093.pdf,https://objects.lib.uidaho.edu/ir/small/ir0093_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0093_th.jpg
ir0094,Softwood Lumber Imports from Canada: An Issue Brief.,Jay O'Laughlin,2001,"Prepared by Jay O'Laughlin (2001), in response to a letter to Idaho legislators from the Canadian Consul General.",Policy Analysis Group Issue Brief - University of Idaho College of Natural Resources,Canada; forest products; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/94,94,87.pdf,/IR/image/87.pdf,pdf,ir0094.pdf,https://objects.lib.uidaho.edu/ir/ir0094.pdf,https://objects.lib.uidaho.edu/ir/small/ir0094_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0094_th.jpg
ir0095,"Public Land Exchanges: Benefits, Challenges, and Potential for Idaho",Philip S. Cook; Steven K. Hacker; Jay O'Laughlin,2009,"The objectives of this report are to explain land exchanges, examine their benefits and challenges, provide case examples, and present options for overcoming challenges associated with land exchanges.",Policy Analysis Group Report - University of Idaho College of Natural Resources,land acquisitions; government purchases; land resources; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/95,95,88.pdf,/IR/image/88.pdf,pdf,ir0095.pdf,https://objects.lib.uidaho.edu/ir/ir0095.pdf,https://objects.lib.uidaho.edu/ir/small/ir0095_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0095_th.jpg
ir0096,Idaho Wood Bioenergy,Jay O'Laughlin,2014,,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,biofuels; forest products,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/96,96,89.pdf,/IR/image/89.pdf,pdf,ir0096.pdf,https://objects.lib.uidaho.edu/ir/ir0096.pdf,https://objects.lib.uidaho.edu/ir/small/ir0096_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0096_th.jpg
