objectid,filename,title,description,date,general manager,company name,1st stations,2nd stations,3rd stations,4th stations,idaho_county,subjects,digital_collection,source,finding_aid,language,identifier,rights,rightsstatement,format_original,type,format,display_template,object_location,image_small,image_thumb
cprr011,cprrcletter001.pdf,"Camas Prairie Railroad Company Circular Letter No. 1 Lewiston, Idaho, January 1, 1935.","Camas Prairie Railroad Company Circular Letter No. 1 Lewiston, Idaho, January 1, 1935. All Concerned: Effective Tuesday, January 1st, 1955, and until further notice, trains 323 and 324 will run on the following schedules:… These schedules conger no train rights. They are published for the information of the Post Office Department, Express Company and traveling public. R. E. Hanrahan Manager. 1 page.",1935-01-01,R. E. Hanrahan,Camas Prairie Railroad Co.,"Stites, Idaho; Kooskia, Idaho; Kamiah, Idaho; Tramway, Idaho; Pardee, Idaho; Chapin, Idaho; Greer, Idaho; Penoyer, Idaho; Jordan, Idaho; Orofino, Idaho; Ahsahka, Idaho; Magill, Idaho; Peck, Idaho; Lenore, Idaho; Agatha, Idaho; Cherrylane, Idaho; Myrtle, Idaho; Arrow, Idaho; Spalding, Idaho; North Lapwai, Idaho; Forebay, Idaho; East Lewiston, Idaho; Lewiston, Idaho",,,,Idaho County; Lewis County; Clearwater County; Nez Perce County,transportation timetables; bulletins; amendments (administrative records),Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrcletter001,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrcletter001.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrcletter001_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrcletter001_th.jpg"
cprr012,cprrembargo960.pdf,Union Pacific Railroad/Camas Prairie Railroad Company,"Union Pacific Railroad, Omaha, April 13, 1943. Embargo No. 960: Car Service Division, account accumulation, embargo to R. Lavin & Son, Chicago, I11. Exception - Fuel oil and charoal. Union Pacific agents be governed accordingly. P. J. Lynch, General Supt. Transportation. CSD EMB. #510, issued 4/12/43. Embargo no. 961: Car Service Division, account accumulation and car delay, embargo all carload frieght consigned to Mexico routed via Laredo, Brownsville or Eagle Pass, Texas, or consigned to those points intended for export by rail to Mexico. Exception - Frieght for local delivery at Laredo, Brownsville, or Eagle Pass, Texas, may be accepted if bill of lading carries shipper's certification (and waybill is so endorsed) that shipmetn is not intended for export by rail to Mexico. This Eembargo supersedes and cancels embargo #842, CSD Embargo #42. Union Pacific agents be governed accordingly. P. J. Lynch, General Supt. Transportation. CSD EMB #124. Camas Prairie Railroad Company. Lewiston, Idaho, July 13, 1943. To all concerned: Camas Prairie Railroad Company tiem table No. 84, effective at 12:01AM, June 20, 1943, which was recalled, now becomes effective at 12:01 AM, July18, 1943 and is being mailed out in the usual manner. R. E. Hanrahan Manager. 2 pages.",1943-04-13,R. E. Hanrahan,Union Pacific Railroad,,,,,,bulletins; embargos,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrembargo960,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrembargo960.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrembargo960_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrembargo960_th.jpg"
cprr013,cprrletter1921-07-21.pdf,"Lewiston, Idaho. July 21st, 1921.","Lewiston, Idaho. July 21st, 1921. All Concerned: Effective with new time card, July 24th, 1921, trains 6 and 7 will be operated as Camas Prairie joint trains on which O-W. R. & N., Northern Pacific, and Camas Prairie transportation will be honored. Trains 5 and 8 will be continued as exclusive O-W. R. & N. trains on which Northern Pacific tickets will not be honored. Mixed trains 859 will continue as the direct Northern Pacific connection for Pasco and West. R. E. Hanrahan Manager. 1 page.",1921-07-21,R. E. Hanrahan,Camas Prairie Railroad Co.,,,,,,bulletins; amendments (administrative records),Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrletter1921-07-21,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrletter1921-07-21.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrletter1921-07-21_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrletter1921-07-21_th.jpg"
cprr014,cprrnotice1934-09-04.pdf,"Camas Prairie Railroad Company Lewiston, Idaho, September 4, 1934.","Camas Prairie Railroad Company Lewiston, Idaho, September 4, 1934. Notice to the Public:… On July 25th, 1934, notice was posted at the above named stations that effective July 26th, 1934 and for the period of heavy loading of wheat between Spalding and Grangeville, trains Nos. 343-344 would not handle freight cars. Turnaround schedule was adopted leaving Lewiston 8:45 AM, arriving Grangevill 12:01 PM; leaving Grangevill 12:21 PM, arriving Lewiston 3:25 PM. Wheat loading has fallen off and the operation of freight train service is no longer necessary and the former mixed train service will be re-established effective September 10, 1934. There follows a time schedule of this service:... 1 page.",1934-09-04,R. E. Hanrahan,Camas Prairie Railroad Co.,"Grangeville, Idaho; Fenn, Idaho; Cottonwood, Idaho; Ferdinand, Idaho; Craigmont, Idaho; Craig Junction, Idaho; Reubens, Idaho; Nucrag, Idaho; Culdesac, Idaho; Jacques, Idaho; Bundy, Idaho; Sweetwater, Idaho; Fort Lapwai, Idaho; Spalding, Idaho; North Lapwai, Idaho; Lewiston, Idaho",,,,Idaho County; Lewis County; Nez Perce County; Idaho County,transportation timetables; bulletins; amendments (administrative records),Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrnotice1934-09-04,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrnotice1934-09-04.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrnotice1934-09-04_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrnotice1934-09-04_th.jpg"
cprr015,cprrnotice1935-09-18.pdf,"Camas Prairie Railroad Company Lewiston, Idaho, September 18, 1935.","Camas Prairie Railroad Company Lewiston, Idaho, September 18, 1935. Notice to the Public:… Notice to the Public dated at Lewiston, Idaho, September 4th, 1934 regarding re-establishment of mixed train service effective September 10, 1934 serving stations shown above is hereby cancelled. Effective Thursday, September 20,1934 and continuing until further notice, trains 343-344 will be operated as straight passenger trains on the following schedules... This service is again re-established due to an increase in freight traffic, making the operation of mixed trains impractical. 1 page.",1935-11-18,R. E. Hanrahan,Camas Prairie Railroad Co.,"Grangeville, Idaho; Fenn, Idaho; Cottonwood, Idaho; Ferdinand, Idaho; Craigmont, Idaho; Craig Junction, Idaho; Reubens, Idaho; Nucrag, Idaho; Culdesac, Idaho; Jacques, Idaho; Bundy, Idaho; Sweetwater, Idaho; Fort Lapwai, Idaho; Spalding, Idaho; North Lapwai, Idaho; Lewiston, Idaho",,,,Idaho County; Lewis County; Nez Perce County; Idaho County,transportation timetables; bulletins; amendments (administrative records),Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrnotice1935-09-18,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrnotice1935-09-18.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrnotice1935-09-18_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrnotice1935-09-18_th.jpg"
cprr016,cprrtelegram1924-12-15.pdf,"Northern Pacific Telegram - Be Brief Form 1386 Lewiston, December 15, 1924.","Northern Pacific Telegram - Be Brief Form 1386 Lewiston, December 15, 1924(?). A. V. Brown, Seattle. B-22. With time card effective Sept. 4 1921 your mixed train between Pasco and Riparia connected with our passenger trains No. 7 and 8 and trains 5 and 6 considered exclusive O-W. With Time table effective July 2, 1922, your mixed train between Pasco and Riparia connected with No. 6 and No. 859 and we therefore made No. 5 and 8 exclusive O-W. July 24, 1922, on account of strike conditions, we changed your service between Pasco and Riparia leaving Pasco at four thirty PM turning right back from Riparia. Effective same date we changed the schedule of No. 860 to conform with your service which was covered by bulletin until issuance of time table No. 53 May 20, 1923. B-2. R. E. Hanrahan. 1 page.",1924-12-15,R. E. Hanrahan,Northern Pacific,,,,,,telegrams; legal notices,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrtelegram1924-12-15,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrtelegram1924-12-15.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrtelegram1924-12-15_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrtelegram1924-12-15_th.jpg"
cprr017,cprrtelegram1926-01-04.pdf,"Northern Pacific Telegram - Be Brief Lewiston January 4, 1926.","Northern Pacific Telegram - Be Brief Lewiston January 4, 1926. L. K. Goldtree, L. M. Wolover, Car Desk, Building Effective date second Local Grangeville Line withdrawn and assignment cancelled - 857-858 will operate as per time table only. EMG. 1 page.",1926-01-04,E. M. G.,Northern Pacific,,,,,,telegrams; legal notices,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrtelegram1926-01-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrtelegram1926-01-04.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrtelegram1926-01-04_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrtelegram1926-01-04_th.jpg"
cprr018,cprrtimetables001.pdf,"Camas Prairie Railroad Co. Employees' Time Table 1 Effective Friday, Dec. 3, 1909 12:01 A. M. ""Pacific Time"".","Camas Prairie Railroad Co. Employees' Time Table 1 Effective Friday, Dec. 3, 1909 12:01 A. M. ""Pacific Time"". For the Government and Information of Employees only, and not intended for the use of the public. The Company reserves the right to vary from this Time Table at pleasure. F. N. Finch Manager (Superintendent). 2 pages.",1909-12-03,F. N. Finch,Camas Prairie Railroad Co.,"Grangeville, Idaho; Fenn, Idaho; Cottonwood, Idaho; Steunenberg, Idaho; Vollmer, Idaho; Reubens, Idaho; Culdesac, Idaho; Sweetwater, Idaho; Fort Lapwai, Idaho; Joseph, Idaho","Lewiston, Idaho; Transfer, Idaho; Daisy, Washington; Alpowa, Washington; Moses, Washington; Indian, Washington; Bishop, Washington; Truax, Washington; Wawawai, Washington; Interior, Washington; Almota, Washington; Swift, Washington; Penawawa, Washington; Central Ferry, Washington; Lewiston JCT., Washington",,,Idaho County; Lewis County; Nez Perce County; Idaho County,railroads; transportation timetables; freight,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrtimetables001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrtimetables001.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrtimetables001_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrtimetables001_th.jpg"
cprr019,cprrtimetables002.pdf,"Camas Prairie Railroad Co. Employees' Time Table 2 Effective Sunday Febraury 6, 1910 12:01 A. M. ""Pacific Time"".","Camas Prairie Railroad Co. Employees' Time Table 2 Effective Sunday Febraury 6, 1910 12:01 A. M. ""Pacific Time"". For the Government and Information of Employees only, and not intended for the use of the public. The Company reserves the right to vary from this Time Table at pleasure. F. N. Finch Manager (Superintendent). 2 pages.",1910-02-06,F. N. Finch,Camas Prairie Railroad Co.,"Grangeville, Idaho; Fenn, Idaho; Cottonwood, Idaho; Steunenberg, Idaho; Vollmer, Idaho; Reubens, Idaho; Culdesac, Idaho; Sweetwater, Idaho; Fort Lapwai, Idaho; Joseph, Idaho","Lewiston, Idaho; Transfer, Idaho; Daisy, Washington; Alpowa, Washington; Moses, Washington; Indian, Washington; Bishop, Washington; Truax, Washington; Wawawai, Washington; Interior, Washington; Almota, Washington; Swift, Washington; Penawawa, Washington; Central Ferry, Washington; Lewiston JCT., Washington",,,Idaho County; Lewis County; Nez Perce County; Idaho County,railroads; transportation timetables; freight,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrtimetables002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrtimetables002.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrtimetables002_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrtimetables002_th.jpg"
cprr020,cprrtimetables003.pdf,"Camas Prairie Railroad Co. Employees' Time Table 3 Effective Sunday, February 27, 1910 12:01 A. M. ""Pacific Time"".","Camas Prairie Railroad Co. Employees' Time Table 3 Effective Sunday, February 27, 1910 12:01 A. M. ""Pacific Time"". For the Government and Information of Employees only, and not intended for the use of the public. The Company reserves the right to vary from this Time Table at pleasure. F. N. Finch Manager (Superintendent). 2 pages.",1910-02-27,F. N. Finch,Camas Prairie Railroad Co.,"Grangeville, Idaho; Fenn, Idaho; Cottonwood, Idaho; Steunenberg, Idaho; Vollmer, Idaho; Craig Junction, Idaho; Reubens, Idaho; Culdesac, Idaho; Caldwells, Idaho; Sweetwater, Idaho; Fort Lapwai, Idaho; Joseph, Idaho; North Lapwai, Idaho; Gurney, Idaho; Lewiston, Idaho","Lewiston, Idaho; Transfer, Idaho; Daisy, Washington; Alpowa, Washington; Moses, Washington; Indian, Washington; Bishop, Washington; Truax, Washington; Wawawai, Washington; Interior, Washington; Almota, Washington; Swift, Washington; Penawawa, Washington; Central Ferry, Washington; Lewiston JCT., Washington",,,Idaho County; Lewis County; Nez Perce County; Idaho County,railroads; transportation timetables; freight,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrtimetables003,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrtimetables003.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrtimetables003_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrtimetables003_th.jpg"
cprr021,cprrtimetables004.pdf,"Camas Prairie Railroad Co. Employees' Time Table 4 Effective August 14, 1910 12:01 A. M. ""Pacific Time"".","Camas Prairie Railroad Co. Employees' Time Table 4 Effective August 14, 1910 12:01 A. M. ""Pacific Time"". For the Government and Information of Employees only, and not intended for the use of the public. The Company reserves the right to vary from this Time Table at pleasure. F. N. Finch Manager (Superintendent). 2 pages.",1910-08-14,F. N. Finch,Camas Prairie Railroad Co.,"Grangeville, Idaho; Fenn, Idaho; Cottonwood, Idaho; Steunenberg, Idaho; Vollmer, Idaho; Craig Junction, Idaho; Reubens, Idaho; Culdesac, Idaho; Caldwells, Idaho; Sweetwater, Idaho; Fort Lapwai, Idaho; Joseph, Idaho; North Lapwai, Idaho; Gurney, Idaho; Lewiston, Idaho","Lewiston, Idaho; Transfer, Idaho; Wilma, Washington; Alpowa, Washington; Moses, Washington; Indian, Washington; Bishop, Washington; Truax, Washington; Wawawai, Washington; Interior, Washington; Almota, Washington; Swift, Washington; Penawawa, Washington; Central Ferry, Washington; Lewiston JCT., Washington",,,Idaho County; Lewis County; Nez Perce County; Idaho County,railroads; transportation timetables; freight,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrtimetables004,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrtimetables004.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrtimetables004_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrtimetables004_th.jpg"
cprr022,cprrtimetables005.pdf,"Camas Prairie Railroad Co. Employees' Time Table 5 Effective November 6, 1910 12:01 A. M. ""Pacific Time"".","Camas Prairie Railroad Co. Employees' Time Table 5 Effective November 6, 1910 12:01 A. M. ""Pacific Time"". For the Government and Information of Employees only, and not intended for the use of the public. The Company reserves the right to vary from this Time Table at pleasure. F. N. Finch Manager (Superintendent). 2 pages.",1910-11-06,F. N. Finch,Camas Prairie Railroad Co.,"Grangeville, Idaho; Fenn, Idaho; Cottonwood, Idaho; Steunenberg, Idaho; Vollmer, Idaho; Craig Junction, Idaho; Reubens, Idaho; Culdesac, Idaho; Caldwells, Idaho; Sweetwater, Idaho; Fort Lapwai, Idaho; Joseph, Idaho; North Lapwai, Idaho; Gurney, Idaho; Lewiston, Idaho","Lewiston, Idaho; Transfer, Idaho; Wilma, Washington; Alpowa, Washington; Moses, Washington; Indian, Washington; Bishop, Washington; Truax, Washington; Crum, Washington; Wawawai, Washington; Interior, Washington; Almota, Washington; Swift, Washington; Penawawa, Washington; Central Ferry, Washington; Lewiston JCT., Washington",,,Idaho County; Lewis County; Nez Perce County; Idaho County,railroads; transportation timetables; freight,Camas Prairie Railroad Time Tables,"Camas Prairie Railroad Time Tables collection, 1909-1997, MG 202, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv121051,eng,cprrtimetables005,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,document,Text,application/pdf,pdf,https://objects.lib.uidaho.edu/camasrailroad/cprrtimetables005.pdf,https://objects.lib.uidaho.edu/camasrailroad/small/cprrtimetables005_sm.jpg,"https://objects.lib.uidaho.edu/camasrailroad/thumbs/cprrtimetables005_th.jpg"
