objectid,title,description,creator,date,subject,location,latitude,longitude,digital collection,collection,findingaid,rights,rightsstatement,format original,pages,identifier,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path file path,display_template,filename,object_location,image_small,image_thumb,errors
chatcolab29,Chatcolab 1988 - Celebrating 40 Years,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1988-06-05,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443069,-116.838501,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,479,MG571_1988,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/29,29,36.pdf,/chatcolab/image/36.pdf,pdf,chatcolab29.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab29.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab29_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab29_th.jpg,""
chatcolab30,Chatcolab 1989 - A Kaleidoscope of Communication,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1989-06-04,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443421,-116.837516,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,298,MG571_1989,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/30,30,37.pdf,/chatcolab/image/37.pdf,pdf,chatcolab30.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab30.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab30_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab30_th.jpg,""
chatcolab31,Chatcolab 1990 - Laughter in Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1990-06-03,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.444114,-116.839863,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,338,MG571_1990,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/31,31,38.pdf,/chatcolab/image/38.pdf,pdf,chatcolab31.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab31.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab31_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab31_th.jpg,""
chatcolab32,Chatcolab 1991 - Create Harmony in Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1991-06-01,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.444293,-116.838583,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,291,MG571_1991,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/32,32,39.pdf,/chatcolab/image/39.pdf,pdf,chatcolab32.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab32.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab32_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab32_th.jpg,""
chatcolab33,Chatcolab Notes from '52' -,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1952-05-14,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.374765,-116.765278,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,191,MG571_1952,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/33,33,4.pdf,/chatcolab/image/4.pdf,pdf,chatcolab33.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab33.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab33_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab33_th.jpg,""
chatcolab34,Chatcolab 1977 - Prospecting a Discovery in Adventure,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1977-05-08,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443349,-116.837029,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,336,MG571_1977,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/34,34,40.pdf,/chatcolab/image/40.pdf,pdf,chatcolab34.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab34.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab34_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab34_th.jpg,""
chatcolab35,Chatcolab 1992 - We Can Make a Difference,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1992-06-07,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443956,-116.838162,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,311,MG571_1992,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/35,35,41.pdf,/chatcolab/image/41.pdf,pdf,chatcolab35.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab35.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab35_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab35_th.jpg,""
chatcolab36,Chatcolab 1993 - A Journey into Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1993-06-06,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443896,-116.837259,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,379,MG571_1993,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/36,36,42.pdf,/chatcolab/image/42.pdf,pdf,chatcolab36.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab36.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab36_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab36_th.jpg,""
chatcolab37,Chatcolab 1994 - A Recipe for Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1994-06-05,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"United States;Washington;Stevens County, Idaho;Loon Lake;Camp Gifford",48.115492,-117.603302,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,373,MG571_1994,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/37,37,43.pdf,/chatcolab/image/43.pdf,pdf,chatcolab37.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab37.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab37_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab37_th.jpg,""
chatcolab38,Chatcolab 1995 - Stepping Stones,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1995-06-04,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.442509,-116.838261,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,414,MG571_1995,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/38,38,44.pdf,/chatcolab/image/44.pdf,pdf,chatcolab38.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab38.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab38_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab38_th.jpg,""
chatcolab39,Chatcolab 1978 - Celebrating 30 Years,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1978-05-14,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443548,-116.836766,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,313,MG571_1978,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/39,39,45.pdf,/chatcolab/image/45.pdf,pdf,chatcolab39.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab39.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab39_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab39_th.jpg,""
chatcolab40,Chatcolab 1979 - Seek a Rainbow Color it You,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1979-05-13,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.443172,-116.837511,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,373,MG571_1979,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/40,40,46.pdf,/chatcolab/image/46.pdf,pdf,chatcolab40.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab40.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab40_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab40_th.jpg,""
chatcolab41,Chatcolab 1980 - Bloom and Grow,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1980-05-11,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.442447,-116.839272,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,201,MG571_1980,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/41,41,47.pdf,/chatcolab/image/47.pdf,pdf,chatcolab41.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab41.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab41_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab41_th.jpg,""
chatcolab42,Chatcolab 1953 - To know is to care - to care is to share,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1953-05-13,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.373648,-116.762428,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,139,MG571_1953,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/42,42,5.pdf,/chatcolab/image/5.pdf,pdf,chatcolab42.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab42.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab42_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab42_th.jpg,""
chatcolab43,Chatcolab 1954 - Our Peace Through Participation,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1954-05-12,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.374482,-116.764016,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,120,MG571_1954,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/43,43,6.pdf,/chatcolab/image/6.pdf,pdf,chatcolab43.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab43.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab43_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab43_th.jpg,""
chatcolab44,Chatcolab 1955 - A Menu for Fun,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1955-05-15,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.375943,-116.766037,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,134,MG571_1955,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/44,44,7.pdf,/chatcolab/image/7.pdf,pdf,chatcolab44.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab44.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab44_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab44_th.jpg,""
chatcolab45,Chatcolab 1956 - Family Fun Fest,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1956-05-12,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.373926,-116.764578,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,98,MG571_1956,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/45,45,8.pdf,/chatcolab/image/8.pdf,pdf,chatcolab45.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab45.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab45_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab45_th.jpg,""
chatcolab46,Chatcolab 1957 - B-U (Be You),"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1957-05-12,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Benewah County, Idaho;Plummer;Heyburn State Park;Chatcolet;Camp Heyburn",47.375554,-116.761731,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,201,MG571_1957,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/46,46,9.pdf,/chatcolab/image/9.pdf,pdf,chatcolab46.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab46.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab46_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab46_th.jpg,""
chatcolab47,Chatcolab 1996 - Blast Off to New Horizons,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,1996-06-02,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Worley;Camp Larson (Camp Easter Seal)",47.442999,-116.837669,Chatcolab NW Leadership Lab,"Chatcolab Northwest Leadership Lab, 1949-2019, MG 571, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv488901,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,306,MG571_1996,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/47,47,48.pdf,/chatcolab/image/48.pdf,pdf,chatcolab47.pdf,https://objects.lib.uidaho.edu/chatcolab/chatcolab47.pdf,https://objects.lib.uidaho.edu/chatcolab/small/chatcolab47_sm.jpg,https://objects.lib.uidaho.edu/chatcolab/thumbs/chatcolab47_th.jpg,""
