objectid,title,creator,description,date,date is approximate?,subject,point of origin,destination,coverage,contributing institution,digital collection,finding aid,source,identifier,publisher digital,format original,format,type,digitization specifications,rights,rightsstatement,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
bunkerhill269,"Letter from F.W. Bradley to Alex Granger, May 23, 1899","Bradley, F.W.","Bradley informs Granger that the Governor requests a Pinkerton Detective; handwritten, refers to telegram.",1899-05-23,,detectives,United States;Washington;Spokane County;Spokane,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_058,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/269,269,66.pdf,/bunkerhill/image/66.pdf,pdf,bunkerhill269.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill269.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill269_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill269_th.jpg,
bunkerhill270,"Telegram from Frederick Burbidge to Alex Granger, May 24, 1899","Burbidge, Frederick","Telegram written in code, referred to.",1899-05-24,,codes; miners,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_059,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/270,270,67.pdf,/bunkerhill/image/67.pdf,pdf,bunkerhill270.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill270.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill270_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill270_th.jpg,
bunkerhill271,"Letter from Frederick Burbidge to Alex Granger, May 24, 1899","Burbidge, Frederick","Burbidge explains telegram MG 367-84-059 requesting a Pinkerton detective, and that there is work available; handwritten.",1899-05-24,,detectives; miners; labor disputes,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_060,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/271,271,68.pdf,/bunkerhill/image/68.pdf,pdf,bunkerhill271.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill271.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill271_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill271_th.jpg,
bunkerhill272,"Letter from Frederick Burbidge to Alex Granger, May 27, 1899","Burbidge, Frederick",Burbidge requests Granger to purchase a safe; handwritten.,1899-05-27,,safes,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_061,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/272,272,69.pdf,/bunkerhill/image/69.pdf,pdf,bunkerhill272.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill272.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill272_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill272_th.jpg,
bunkerhill273,"Letter from F.W. Bradley to Alexander Granger, July 08, 1899","Bradley, F.W.",Bradley informs Granger of his travel plans; handwritten.,1899-07-08,,business travel,United States;California;Tuolomne County;Jamestown,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_007,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/273,273,7.pdf,/bunkerhill/image/7.pdf,pdf,bunkerhill273.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill273.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill273_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill273_th.jpg,
bunkerhill274,"Letter from Frederick Burbidge to Alex Granger, May 29, 1899 [01]","Burbidge, Frederick",Burbidge inquires as to the payment of drafts.,1899-05-29,,accounting; pay; invoices,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_062,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/274,274,70.pdf,/bunkerhill/image/70.pdf,pdf,bunkerhill274.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill274.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill274_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill274_th.jpg,
bunkerhill275,"Letter from Frederick Burbidge to Alex Granger, May 29, 1899 [02]","Burbidge, Frederick","Burbidge provides instructions for undercover employees; handwritten, 3 pages.",1899-05-29,,detectives; undercover; miners,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_063,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/275,275,71.pdf,/bunkerhill/image/71.pdf,pdf,bunkerhill275.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill275.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill275_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill275_th.jpg,
bunkerhill276,"Unsigned letter to Alex Granger, May 31, 1899",,An unsigned letter regarding a package of maps that an individual named Kinzie can identify and reference upon their arrival.,1899-05-31,,maps,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_064,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/276,276,72.pdf,/bunkerhill/image/72.pdf,pdf,bunkerhill276.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill276.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill276_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill276_th.jpg,
bunkerhill277,"Telegram from Frederick Burbidge to Alex Granger, June 01, 1899","Burbidge, Frederick",Telegram written in code.,1899-06-01,,codes; drafting,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_065,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/277,277,73.pdf,/bunkerhill/image/73.pdf,pdf,bunkerhill277.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill277.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill277_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill277_th.jpg,
bunkerhill278,"Letter from F.W. Bradley to Alex Granger, June 02, 1899","Bradley, F.W.",Bradley requests that Granger hire a skilled and trustworthy map maker; 2 pages.,1899-06-02,,hiring; maps; drafting,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_066,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/278,278,74.pdf,/bunkerhill/image/74.pdf,pdf,bunkerhill278.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill278.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill278_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill278_th.jpg,
bunkerhill279,"Telegram from F.W. Bradley to Alex Granger, June 03, 1899","Bradley, F.W.",Telegram regarding travel plans.,1899-06-03,,travel,United States;Washington;Spokane County;Spokane,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_067,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/279,279,75.pdf,/bunkerhill/image/75.pdf,pdf,bunkerhill279.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill279.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill279_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill279_th.jpg,
bunkerhill280,"Telegram from F.W. Bradley to Alex Granger, May 21, 1899","Bradley, F.W.",Telegram written in code.,1899-05-21,,codes,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_052,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/280,280,76.pdf,/bunkerhill/image/76.pdf,pdf,bunkerhill280.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill280.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill280_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill280_th.jpg,
bunkerhill281,"Letter from Frederick Burbidge to F.W. Bradley, June 03, 1899","Burbidge, Frederick","Burbidge explains that a mine foreman is abusing applicants; handwritten, 2 pages.",1899-06-03,,foreman; miners; labor disputes,United States;Idaho;Shoshone County;Kellogg,United States;Washington;Spokane County;Spokane,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_068,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/281,281,77.pdf,/bunkerhill/image/77.pdf,pdf,bunkerhill281.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill281.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill281_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill281_th.jpg,
bunkerhill282,"Telegram from Frederick Burbidge to Alex Granger, June 04, 1899","Burbidge, Frederick",Telegram written in code.,1899-06-04,,codes,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_069,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/282,282,78.pdf,/bunkerhill/image/78.pdf,pdf,bunkerhill282.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill282.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill282_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill282_th.jpg,
bunkerhill283,"Letter from Frederick Burbidge to Alex Granger, June 04, 1899","Burbidge, Frederick",Burbidge explains the reply by Mr. Rust about payment of drafts.,1899-06-04,,pay,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_070,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/283,283,79.pdf,/bunkerhill/image/79.pdf,pdf,bunkerhill283.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill283.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill283_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill283_th.jpg,
bunkerhill284,"Letter from Frederick Burbidge to F.W. Bradley, July 09, 1899","Burbidge, Frederick",Burbidge updates Bradley of issues regarding acquisition of one Jacquot's land; 2 p.,1899-07-09,,land use,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_85_008,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/284,284,8.pdf,/bunkerhill/image/8.pdf,pdf,bunkerhill284.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill284.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill284_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill284_th.jpg,
bunkerhill285,"Telegram from Frederick Burbidge to Alex Granger, May 21, 1899","Burbidge, Frederick",Telegram written in code.,1899-05-21,,codes,United States;Idaho;Shoshone County;Wardner,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_053,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/285,285,80.pdf,/bunkerhill/image/80.pdf,pdf,bunkerhill285.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill285.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill285_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill285_th.jpg,
bunkerhill286,"Letter from Frederick Burbidge to F.W. Bradley, June 08, 1899","Burbidge, Frederick",Burbidge replies to many different inquiries; 2 pages.,1899-06-08,,travel; freight; land use; labor disputes,United States;Idaho;Shoshone County;Kellogg,United States;Washington;Spokane County;Spokane,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_074,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/286,286,81.pdf,/bunkerhill/image/81.pdf,pdf,bunkerhill286.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill286.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill286_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill286_th.jpg,
bunkerhill287,"Letter from Frederick Burbidge to Alex Granger, June 08, 1899","Burbidge, Frederick",Burbidge explains matters of employment.,1899-06-08,,hiring; miners; labor disputes,United States;Idaho;Shoshone County;Kellogg,United States;California;San Francisco County;San Francisco,Coeur d'Alene Mining District (Idaho),"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Bunker Hill Mining Company Labor History Collection,https://archiveswest.orbiscascade.org/ark:80444/xv65328,"Bunker Hill Company records, 1887-1984, MG 367, University of Idaho Library Special Collections and Archives",MG367_84_075,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Correspondence,application/pdf,Text,PDF displayed. High Resolution TIFF file kept as archival copy in digital archive.,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,2012,2012-09-21,2018-02-21,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bunkerhill/id/287,287,82.pdf,/bunkerhill/image/82.pdf,pdf,bunkerhill287.pdf,https://objects.lib.uidaho.edu/bunkerhill/bunkerhill287.pdf,https://objects.lib.uidaho.edu/bunkerhill/small/bunkerhill287_sm.jpg,https://objects.lib.uidaho.edu/bunkerhill/thumbs/bunkerhill287_th.jpg,
