filename,title,creator,date,archival_date,description,subject,politicians,location,idaho_county,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,filename_original,display_template,object_location,image_small,image_thumb,objectid,parentid
mg632-f05_012.pdf,The election eye Assessor's office often in limelight,"Plastino, Ben",1982-10-20,20 October 1982,"A newspaper article discussing: Idaho Assessor John J. Wasden faces political challenges from two rivals, Aaron Robinson and Sherman L. Norris, with Norris running as a write-in candidate. Norris accuses Wasden of favoritism in property assessments and personnel decisions, which Wasden denies. Despite the controversy, Wasden is expected to win re-election, though Norris may split the vote.",private property; real estate; elections,,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_012,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_012.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_012_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_012_th.jpg,plastino0194,
mg632-f05_013.pdf,Legislative campaign costs high,"Plastino, Ben",1983-01-05,05 January 1983,"A newspaper article discussing: In the 1982 Idaho elections, many legislative candidates spent amounts significantly higher than the annual legislative salary of $15,000. Notable spenders included Republican Dean Sorenson, who spent $43,200, and J.F. Chadband, who spent $10,567 to win a District 30 seat. Campaign expenses varied widely across districts, with some candidates, especially in Boise, reporting tens of thousands in spending.",legislative districts; campaigns; costs,,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_013,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_013.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_013_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_013_th.jpg,plastino0195,
mg632-f05_014.pdf,1983 Idaho Legislature East Idaho legislators stress conservative views on issues,"Plastino, Ben",1983-01-09,09 January 1983,"A newspaper article discussing: Eastern Idaho legislators are considering a sales tax increase to address a significant budget shortfall, despite opposition to repealing tax relief for businesses. Lawmakers support a gas tax hike for highway maintenance and are divided on other financial and policy issues, including a potential mineral severance tax. They also favor constitutional amendments to support higher education funding but oppose salary increases for state officials.",taxes (political concept); budgets; health care,,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_014,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_014.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_014_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_014_th.jpg,plastino0196,
mg632-f05_015.pdf,Hansen says Democrats use desperate moves,"Plastino, Ben",1983-01-02,02 January 1983,"A newspaper article discussing: Rep. George Hansen said House Speaker Tip O'Neill's actions caused Rep. Phil Gramm to switch from Democrat to Republican. Hansen thought O'Neill's efforts were backfiring and would make conservative Democrats less likely to support Reagan. Despite high unemployment, Hansen backed Reagan's economic policies, pointing to lower inflation and interest rates as successes.",responsible parties; conservatism; unemployment,George V. Hansen,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_015,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_015.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_015_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_015_th.jpg,plastino0197,
mg632-f05_016a.pdf,The 1983 Idaho Legislature Most favor primary put back to August,"Plastino, Ben",1983-01-05,05 January 1983,"A newspaper article discussing: Idaho lawmakers are debating moving the primary election from May back to August to shorten lengthy campaign seasons. Some believe the current May primary, which was established in 1978, is unnecessary and costly, while others suggest a September date. Senate President Pro Tem James Risch opposes any changes, and his stance could influence the outcome.",elections; legislators (public officials); campaigns; governors (public officials); agendas (administrative records); businesses (business enterprises),James Risch; John V. Evans,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_016,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_016a.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_016a_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_016a_th.jpg,plastino0199,
mg632-f05_016b.pdf,Idaho governor undecided on future political plans,"Plastino, Ben",1983-01-05,05 January 1983,"A newspaper article discussing: Gov. John V. Evans, in a recent interview, stated he has no political plans after 1986 and is focused on guiding Idaho’s government. He aims to promote business growth, attract industries, and expand existing businesses, with a focus on agriculture, forestry, mining, and high technology.",,,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_016,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_016b.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_016b_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_016b_th.jpg,plastino0200,
mg632-f05_017.pdf,...to be in beloved Idaho [part 2],"Plastino, Ben",1982-08-12,12 August 1982,"A newspaper article discussing: Andrus criticizes Reagan’s economic policies, highlighting the rising deficit, high unemployment, and ineffective leadership. He also critiques James Watt’s lack of action on oil and gas issues despite strong rhetoric. Despite his time in Washington, Andrus always felt connected to Idaho and returned there, where many of his former staff members also moved on to prominent roles.",budgets; unemployment; gas (material); climate,Cecil D. Andrus; Ronald Reagan,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_017,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_017.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_017_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_017_th.jpg,plastino0201,
mg632-f05_018.pdf,Cecil D. Andrus: He's happy...[part 1],"Plastino, Ben",1982-08-12,12 August 1982,"A newspaper article discussing: Cecil D. Andrus, former Idaho governor and U.S. Secretary of the Interior, is now focused on his consulting firm, Cecil D. Andrus, Inc. While he enjoys his private career, he remains a key political figure and is often discussed as a potential candidate for governor or U.S. Senate. Andrus has praised the strength of Idaho's Democratic ticket and reflects positively on his past political experiences, particularly his time as governor.",consulting; natural resources; cabinet officers,Cecil D. Andrus,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_018,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_018.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_018_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_018_th.jpg,plastino0202,
mg632-f05_019.pdf,GOP leader sees governor's victory chances,"Plastino, Ben",1982-09-08,08 September 1982,"A newspaper article discussing: The Republican Governors Association sees Idaho's Democratic Gov. John V. Evans as vulnerable, with Lt. Gov. Philip E. Batt as a strong Republican contender. Carol Whitney criticized Evans' handling of the economy and offered campaign support. She emphasized that economic factors and campaign strategies will be key in determining election outcomes.",economy; republicans; elections; political campaigns,John V. Evans,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_019,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_019.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_019_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_019_th.jpg,plastino0203,
mg632-f05_020a.pdf,Mitchell contends Evans runs solid ship of state,"Plastino, Ben",1982-09-18,18 September 1982,"A newspaper article discussing: State Sen. Mike Mitchell praised Governor John V. Evans for managing Idaho’s finances without raising taxes, contrasting him with neighboring Republican governors who had to call special sessions and increase taxes. Mitchell supported Evans' decision to avoid a special session, believing it saved the state money. He also discussed his own campaign and advocacy for industrial revenue bonds to stimulate business development in Idaho.",taxes (political concept); governors (public officials); legislators (public officials); politicians; political campaigns; headquarters (administrative settlement),John V. Evans; James A. McClure,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_020,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_020a.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_020a_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_020a_th.jpg,plastino0204,
mg632-f05_020b.pdf,The election eye Politics hike tempo for election campaign,"Plastino, Ben",1982-09-08,08 September 1982,"A newspaper article discussing: Political campaigns in Idaho intensified after Labor Day, with key party headquarters openings in Idaho Falls signaling the start of the election season. Leading candidates from both parties, including Gov. John Evans and Congressman George Hansen, were present to rally support for the Nov. 2 election. Tight races were expected, particularly for governor, congress, and attorney general, with eastern Idaho seen as a decisive battleground.",,,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_020,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_020b.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_020b_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_020b_th.jpg,plastino0205,
mg632-f05_021.pdf,Congressional comments...McClure mum on trip to Arabian nations,"Plastino, Ben",1981-04-26,26 April 1981,"A newspaper article discussing: Sen. James A. McClure, R-Idaho, remained silent after his sixth trip to the Middle East, despite previously discussing such visits. He emphasized relations with Saudi Arabia but did not report afterward, coinciding with President Reagan's radar plane sale to the country. McClure also focused on energy policy and proposed cuts to Idaho's conservation areas.",Saudi Arabian; international relations; energy; committees,James A. McClure,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_021,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_021.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_021_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_021_th.jpg,plastino0206,
mg632-f05_022.pdf,The election eye...Few changes drafted for 1982 elections,"Plastino, Ben",1981-04-29,29 April 1981,"A newspaper article discussing: The 1982 Idaho elections didn't see many changes, with the May primary still in place and no limits on candidates. The Republican Party, led by Dennis M. Olson, faced setbacks on ideas like changing the primary date and limiting candidates. Even with these issues, the conservative influence from 1980 may still affect the elections, but it's unclear how.",elections; conferences; conservatism,,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_022,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_022.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_022_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_022_th.jpg,plastino0207,
mg632-f05_023.pdf,Sen. Crystal says initiative implementation to cut taxes,"Plastino, Ben",1981-05-07,07 May 1981,"A newspaper article discussing: Senator Vearl C. Crystal explained that House Bill 389 will slightly lower Idaho's average tax rate from 0.797% to 0.778%, which could reduce property taxes for some people in 1981. The bill limits how much local governments can raise taxes by setting a cap based on property value changes. Despite some criticism, Crystal said the law is meant to control government spending and make taxes fairer for property owners.",taxes (political concept); local government; bills (legislative records),,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_023,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_023.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_023_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_023_th.jpg,plastino0208,
mg632-f05_024a.pdf,"Hansen holds on name change, office","Plastino, Ben",1981-05-07,07 May 1981,"A newspaper article discussing: U.S. Rep. George V. Hansen of Idaho delayed action on renaming Ririe Lake to Johnson Reservoir due to a lack of community support. Despite some petitions in favor, opposition has filed against the renaming. Hansen's office reopening at the Federal Building is uncertain, as a dispute with the General Services Administration over handicap access modifications remains unresolved.",lakes (bodies of water); bills (legislative records); federal buildings; republicans; political campaigns; governors (public officials),George V. Hansen; John V. Evans,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_024,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_024a.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_024a_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_024a_th.jpg,plastino0209,
mg632-f05_024b.pdf,Legislative limelights...Batt forges battle lines for campaign,"Plastino, Ben",1981-05-10,10 May 1981,"A newspaper article discussing: In the 1982 Idaho gubernatorial race, Lt. Gov. Philip E. Batt criticized Democratic Gov. John V. Evans for division and inefficiency while positioning himself as a moderate Republican. Batt is popular in Boise but faces challenges in uniting the Republican Party, with some far-right criticism due to his moderate views. He supports government spending cuts but is cautious about impacts on education and environmental issues like water and air quality.",,,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_024,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_024b.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_024b_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_024b_th.jpg,plastino0210,
mg632-f05_025.pdf,The election eye...Fisher entry muddies GOP governor race,"Plastino, Ben",1981-10-18,18 October 1981,"A newspaper article discussing: Bernard Fisher, a conservative farmer from Kuna, is joining the race for Idaho's governor, competing against Lt. Gov. Philip Batt and House Speaker Ralph Olmstead. Fisher's strong conservative views could split the vote and hurt the Republican candidate in the general election against Democratic Gov. John Evans. Although he has little money for his campaign, Fisher hopes to win support from conservatives and Mormons.",governors (public officials); elections; conservatism; ballots,,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_025,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_025.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_025_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_025_th.jpg,plastino0211,
mg632-f05_026.pdf,Legislative leaders offbase attacking power commissions,"Plastino, Ben",1981-10-14,14 October 1981,"A newspaper article discussing: Idaho's leaders, including Senate President Reed Budge and House Speaker Ralph Olmstead, disagree on the role of the Idaho Public Utilities Commission (IPUC) and its electricity rate system. Olmstead says the IPUC favors big utilities and wants to limit its power. Budge defends the IPUC, saying it works to keep utility rates fair for everyone.",utilities (infrastructure); electricity; power; companies,,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_026,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_026.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_026_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_026_th.jpg,plastino0212,
mg632-f05_027.pdf,Evans' candidacy all but formalized,"Plastino, Ben",,undated,A newspaper article discussing: Governor John V. Evans is planning to run for the U.S. Senate in 1986 against Republican Sen. Steve Symms. Evans criticizes Symms for his votes on farming and social security and highlights his own record as governor. He knows the race will be tough but hopes changing politics and strong Democratic candidates will help him win.,farmers (people in agriculture); senatorial districts (administrative districts); elections; campaigns,John V. Evans; Steve Symms,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_027,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_027.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_027_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_027_th.jpg,plastino0213,
mg632-f05_028.pdf,Symms to carry conservative banner,"Plastino, Ben",1985-06-02,02 June 1985,"A newspaper article discussing: Senator Steve Symms is preparing for a re-election campaign in 1986 against Governor John V. Evans, with both candidates closely matched in recent polls. Symms, a staunch conservative, emphasizes his legislative accomplishments and plans to reduce the federal deficit. He is raising significant campaign funds and expects a competitive and costly election in Idaho's history.",contributions; taxes (political concept); budgets; federal aid,Steve Symms; John V. Evans,,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_028,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_028.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_028_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_028_th.jpg,plastino0214,
mg632-f05_029.pdf,The election eye...Mitchell entry sparks 1982 Idaho elections,"Plastino, Ben",1981-09-27,27 September 1981,"A newspaper article discussing: State Sen. Mike Mitchel from Lewiston is running for Idaho lieutenant governor in 1982, focusing on better services for seniors, people with disabilities, and education. He thinks his run will help support Gov. John Evans' re-election and boost Idaho's economy. Mitchel faces tough competition from Republicans but hopes his friendly approach will make the race more interesting.",lieutenant governors (public officials); elections; citizens; elderly; health and welfare institutions,,"Idaho Falls, Idaho",Bonneville County,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f05_029,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,Ben J. Plastino Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,pdf,https://objects.lib.uidaho.edu/plastino/mg632-f05_029.pdf,https://objects.lib.uidaho.edu/plastino/small/mg632-f05_029_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f05_029_th.jpg,plastino0215,
