objectid,title,creator,date,document_type,description,subject,uief_unit,location,latitude,longitude,section,township,range,stand_number,publisher,department,source,catalog_link,call_number,identifier,rights,rightsstatement,type,format,language,notes,filename,display_template,object_location,image_small,image_thumb
uief_0099,Effects of Environmental Stress and Bunchgrass Competition on Pinus Ponderosa Seedlings,"Kolb, Peter F.",1995-01,Dissertation,"Interspecific competition between the bunchgrass Agropyron spicatum (Pursh.) Scrib. & Smith, and seedlings of Pinus ponderosa (Dougl.) Lawson was examined within a pine/bunchgrass community. Canopy separation techniques and root exclusion tubes were used to determine the effects of bunchgrass competition on pine seedlings. Shoot interference from bunchgrass did not significantly affect pine seedling survival. In contrast, bunchgrass root exclusion increased survival of P. ponderosa seedlings. Physiological responses of P. ponderosa seedlings to water and high-temperature stress were also measured in the field and in a controlled greenhouse environment. Mortality significantly increased during periods with soil water potentials less than -1.5 MPa and soil surface temperatures greater than 60۫ C. Pinus ponderosa seedlings grown in the greenhouse developed physiological and morphological characteristics that indicated adaptation to dry environments. Drought-stressed seedlings exhibited higher root:total plant biomass ratios, and had significantly lower cell wall elasticity than watered seedlings, although osmotic potentials decreased to -2.5 MPa in all seedlings. Root:total plant biomass ratios greater than 0.78, along with rapid root growth to soil depths of 1m and greater, may have increased the ability of P. ponderosa seedlings to extract soil water. Calculated heat exchange rates showed that high transpiration rates maintained seedlings stem temperatures below 63۫C, which was determined to be the lethal temperature threshold in the field. Root exclusion experiments and modeled heat exchange both indicated that soil water availability strongly influenced P. ponderosa seedling survival on dry sites with high soil surface temperatures.",East Hatter Creek; ponderosa pine; pinus ponderosa; bunchgrass; bunchgrass competition; environmental stress; silviculture,East Hatter Creek,UIEF; East Hatter Creek,46.840526,-116.780027,,,,,,Department of Forest Resources,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9952833401851,SD397.P6115K65 1995,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0099.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0099.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0099_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0099_th.jpg
uief_0100,An Assessment of Abandoned Railroad Grades in Riparian Areas in the University of Idaho Experimental Forest,"Loomis, Eric S.",2004-08,Thesis,"Timber harvesting has been occurring in the western United States since European settlers first arrived in the 1880s. In that time, it has been a significant source of disturbance to forest ecosystems. One aspect of this disturbance was the construction of railroad grades to transport harvested timber, which were often built in the riparian areas. My study examined abandoned railroad grades constructed on the University of Idaho Experimental Forest to determine whether there might be any residual disturbance to the riparian areas, as well as examining this disturbance in a historical context. Residual effects of railroad construction and use, in a comparison of graded and ungraded sites, were found throughout the riparian zones examined in my study. Light penetration was higher for ungraded, disturbed sites. Mean diameter at breast height (DBH) was highest on ungraded sites. However, there were no discernable differences in species composition or penetration resistance between graded and ungraded sites. Structurally, however, there were many areas where the railroad grades still existed and restricted the flow of the stream. Overall, the evidence suggests historic railroad construction and use may still have some effect on the function of the riparian areas. These effects appear to be primarily related to the physical restriction of stream channels and possibly erosion of stream banks. More study will be required to determine specifically how this restriction affects the riparian areas.",East Hatter Creek; West Hatter Creek; railroad grades; riparian ecosystems; railroad disturbance; forest resources,East Hatter Creek; West Hatter Creek,UIEF; East Hatter Creek; West Hatter Creek,46.83765,-116.824734,,,,,,Department of Forest Resources,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9987734501851,QH541.5.F6L66 2004,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0100.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0100.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0100_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0100_th.jpg
uief_0101,Effects of Sheep Grazing on Tree Seedlings in a Northern Idaho Conifer Plantation,"MacRae, Steven J.",1996-04,Thesis,"Two studies were conducted near Moscow, Idaho over 4 years to evaluate the effects of sheep grazing intensity on Douglas-fir (Pseudotsuga menziesii [Mirb.] Franco) and sheep season of use on Douglas-fir and Ponderosa pine (Pinus ponderosa Dougl. ex laws.). The grazing intensity study was conducted on a 4-year-old conifer plantation during 1991- 1992. Four pastures were grazed plus an ungrazed control. Grazing intensity averaged over the 2 years ranged from65 to 78.5% utilization of the available forage. Tree seedling height growth in the heaviest grazed treatment did not differ from the ungrazed control (p>0.10), and was at least 35% greater (p≤0.10) than the other grazed treatments. Diameter growth of tree seedlings in the heaviest grazed treatment exceeded the other 4 treatments by 32-49% (p≤0.10). Lateral browsing and terminal clipping did not differ (p≥0.10) in the heaviest grazed treatment compared to the ungrazed control in both years of the study. Treatments did not differ (p>0.10) in rodent damage, trampling, or tree seedling mortality. In 1991, about 3-4 weeks after grazing ceased, lower tree seedling xylem water potential (p≤0.10) and greater soil moisture levels (p≤0.10) were recorded in the heaviest grazed treatment compared to ungrazed control. The season of grazing study was conducted during 1993-1994 on a portion of the same site as the aforementioned study. The treatments used during the study were early and late summer grazing and an ungrazed control. Greater lateral browsing (p≤0.10) and terminal clipping (p≤0.10) of Douglas-fir occurred in the late treatment of 1993 compared to early and control treatments. In 1994, lateral browsing did not differ (p>0.10) among treatments and greater terminal clipping (p≤0.10) occurred in the early grazed treatment compared to the late and control treatments. Douglas-fir seedling damage was reflected in reduced (p≤0.10) height and diameter growth for both early and late grazed treatments compared to the ungrazed control. However, Douglas-fir seedlings in the early treatment of 1994 that did not have their terminal buds clipped by sheep did not differ in height growth compared to the control (p>0.10). Browsing damage of ponderosa pine in the early and late grazed treatments did not differ from the ungrazed control (p>0.10). Height growth had a significant (p≤0.10) treatment × year interaction. In 1993 there was no difference in height growth among treatments (p>0.10). However, in 1994, both the early and late treatments had greater height growth compared to the ungrazed control (p≤0.10). Diameter growth was greater (p≤0.10) in the early and late grazed treatments over control. Ponderosa pine seedling growth benefited equally form either grazing treatment.",Flat Creek; sheep grazing; seedling effects; conifer plantation; grazing effects; North Idaho; forest ecology,Flat Creek,UIEF; Flat Creek,46.822278,-116.768873,,,,,,Department of Forest Resources,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9954103901851,SF375.4.I2M27 1996,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0101.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0101.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0101_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0101_th.jpg
uief_0102,Effects of Season of Use on Quality and Botanical Composition of Sheep Diets Within a Northern Idaho Conifer Plantation,"Mbabaliye, Theogene",1996-11,Thesis,"The effect of season use on quality and botanical composition of sheep (Ovis aries) diets within a northern Idaho conifer plantation was examined during the summers of 1993, 1994 and 1995. The grazing seasons were in early and late summer. The botanical composition of sheep diets averaged 58% graminoids, 27% forbs, 11% shrubs and 4% conifers during the entire study period. The average graminoid content of sheep diets tended to be higher in the early summer grazing season compared to the late summer grazing season. The interaction between the three years and the two grazing seasons was significant for both forb and shrub content in the sheep diets (p<0.10). The conifer composition of the sheep diets was lowest when the graminoid content was highest in the early grazing season of 1993 and 1994. The same was true with respect to the shrub use by the sheep. Relative preference index values indicated that sheep selected first for graminoids, followed by the forbs and then shrubs. Diet quality results tended to be high in fecal nitrogen (FN) in the early grazing season. The fecal diaminopimelic acid (FDAPA) levels appeared to be high in the early grazing season in each of the two grazing seasons over the three years of the study. Data in this study demonstrated that sheep can obtain diverse forage within a conifer plantation with a minimum consumption of conifers, especially in the early summer grazing season. The forage consumed at this time was also generally higher in both FN and FDAPA levels.",Flat Creek; sheep diet; season of use; botanical composition; diet quality; sheep; range resources,Flat Creek,UIEF; Flat Creek,46.851013,-116.724478,,,,,,Department of Rangeland Science,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9954806601851,SF376.M33 1996,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0102.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0102.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0102_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0102_th.jpg
uief_0103,Performance and Diets of Sheep Grazing Within a Northern Idaho Conifer Plantation,"McCoy, Scott D.",1995-06,Thesis,"The performance and diets of sheep (Ovis aries) grazing within a 4-year-old conifer plantation in northern Idaho were examined. The study site was divided into five 0.75-ha pastures and grazed at 5 herbage allowance HA levels during the summers of 1991 and 1992. HA levels ranged from 1.71 to 3.78 kg DM sheep-1 day-1 in 1991 and from 2.25 to 3.91 kg DM sheep-1 day-1 in 1992. Sheep grazed the pastures for 78 and 64 days in 1991 and 1992, respectively. Sheep weights and current year’s standing crop of shrubs and herbs were monitored immediately before the animals entered the pastures, at monthly intervals, and at termination of each year’s grazing season. When sheep were weighed, fecal grab samples were collected and subsequently analyzed for 2,6-diaminopimelic acid (FDAPA) and botanical composition using microhistological procedures. Regression analysis was used to determine whether average daily gain (ADG) and FDAPA were related to HA. Dietary overlap among the HA levels was evaluated using Kulczynski’s similarity index. Relative forage preferences indices (RPI) were calculated. Seasonlong ADG was positively related to HA in 1991 and from-14 to 45g in 1992. Results indicated that in 1991, when vegetative growing conditions were favorable, HA of ≥ 2.06 kg DM sheep-1 day-1 was required to achieve ADG of 110g. In 1992, when growing conditions were unfavorable, ADG only reached 45 g when HA was 3.91 kg DM sheep-1 day-1. Seasonlong FDAPA levels were not related to HA in either year (p=0.21 in 1991; p=0.84 in 1992). FDAPA ranged from 0.66 to 0.81 mg g fecal DM-1 in 1991 and from 0.62 to 0.73 mg g fecal DM-1 in 1992.There was a weak positive relationship between FDAPA and HA (p=0.12) from 16 August to 31 August 1991. ADG was related to FDAPA from 16 July to 15 August 1991 (p=0.06) and from 16 August to 31 August 1991 (p=0.01). Seasonlong dietary overlap ranged from 49 to 80% in 1991 and from 41 to79% in 1992 indicating that diets of the sheep were quite similar across grazing treatments considering the species diversity of the plant community within the conifer plantation. Major species in the sheep diets included redstem ceanothus (Ceanothus sanguineus Pursh), Scouler willow (Salix scouleriana Barratt), and ninebark (Physocarpus malvaceus [L.] Kuhn). RPI across treatments showed that the sheep selected for graminoids and shrubs seemed to avoid forbs. Results indicate that environmental conditions (e.g., temperature and precipitation) during spring and summer have marked effect on sheep performance. Sheep producers and forest managers must work together for prescribed sheep grazing to work smoothly within a conifer plantation. Most sheep producers will be reluctant to graze conifer plantations at high intensities that result in decreased sheep performance. Therefore, forest managers desiring the benefits from higher grazing intensities should consider expected sheep performance when establishing grazing fees.",Flat Creek; sheep diet; grazing; sheep performance; grazing areas; grazing treatments; range resources,,UIEF,46.869607,-116.733856,,,,,,Department of Rangeland Science,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9953258401851,SF375.4.I2M23 1995,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0103.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0103.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0103_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0103_th.jpg
uief_0104,"A GIS Analysis of White-Tailed Deer Winter Range in the East Hatter Creek Watershed, Idaho","Powell, Jake",1999-5,Thesis,"The availability of suitable winter range is critical for the survival of white-tailed deer (Odocoileus virginianus). White-tailed deer need old-growth or mature second-growth closed-canopy forests to provide sufficient thermal cover to withstand the cold north Idaho winters. Timber harvest can diminish the quality of white-tailed deer winter range by removing needed thermal cover. The goal of this research was to determine the location of suitable white-tailed deer winter range, according to land ownership, in the East Hatter Creek Watershed (EHCW). Digital orthophoto quadrangles @OQ) and hyperspectral images were analyzed using the GIs (geographic information system) program ARCVIEW. Currently there are 206 acres of suitable white-tailed deer winter range in the EHCW. The University of Idaho owns 101 acres (46%) and Bennett Lumber owns 117.5 acres (54%) of this acreage. Approximately 619 more acres will be available as winter range habitat in the EHCW as the forest matures and the canopy closes. The University of Idaho and Bennett Lumber each own 298 acres (48% apiece) of this potential winter range habitat in the EHCW, two private landowners own the remaining 24 acres (4%). In the EHCW, roughly 3 15 acres are considered marginal habitat.",white-tailed deer; winter range; browse; East Hatter Creek; watershed; wildlife biology,East Hatter Creek,UIEF; East Hatter Creek,46.840526,-116.780027,,,,,,Department of Wildlife Resources,,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0104.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0104.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0104_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0104_th.jpg
uief_0105,Highway 9 Railroad Overpass Re-Vegetation Project,"Robson, Sarah",2004-07,Research,Undergraduate research examining effects of revegetation on the Highway 9 railroad overpass.,Flat Creek; railroad revegetation; overpass revegetation; forest resources,Flat Creek,UIEF; Flat Creek,46.864655,-116.717088,,,,,,Department of Forest Resources,,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0105.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0105.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0105_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0105_th.jpg
uief_0107,"Recreation Use and User Preferences at Big Meadow Creek Recreation Area, University of Idaho Experimental Forest","Atkins, James Jackson",1976-04,Thesis,"Big Meadow Creek Recreation Area is a limited day-use public recreation area administered by the College of Forestry, Wildlife and Range Scienes of the University of Idaho, as part of the university experimental forest. The area never received a formal management plan. Consequently, it received very little management input, beyond basic maintenance. The purpose of this study was to provide estimates of present recreation use and user preferences for facilities, as a basis for future management decisions for the area. A stratified random sample of groups using the area during the study period extending from July 1, 1973 to June 30, 1974 formed the basis for the use and preference estimates. Total estimated recreation use of Big Meadow Creek Recreation Area for the one-year study period was 14,528 visitor-hours . Over 90 percent of this use occurred in the intervals of July through September, and Nay and June. Approximately 80 percent of the use occurred on weekends. Use of the area was primarily day-use recreation, with activities being mainly picnicking, hiking, nature study, sports activities, and general leisure. Users were mostly families and organized groups from Pullman and Troy, Idaho. The area also received use for beer parties by college students from Moscow. This was confined to weekends in the spring and fall months. User opinions on the quality and quantity of existing recreation facilities at Big Meadow Creek Recreation Area varied widely. By general consensus, both quality and quantity of drinking water at the site was considered inadequate. Certain other facilities, such as picnic tables and parking areas were considered adequate. Opinions on the quality and quantity of most facilities, however, were divided for different types of user groups. User preferences for the inclusion of certain potential facilities at Big Meadow Creek Recreation Area also varied widely. Only the inclusion of piped water and overnight camping facilities at the area were favored by the majority of users sampled,",Big Meadow Creek; day use; recreation; recreation management; user preference; recreation use; recreation evaluation; recreation management,Big Meadow Creek,UIEF; Big Meadow Creek,46.799488,-116.812869,,,,,,Department of Recreation Management,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9938378401851,GV191.42.I2A84,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0107.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0107.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0107_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0107_th.jpg
uief_0108,A Financial Analysis of Big Meadow Creek Recreation Area Management Alternatives,"Moore, Thomas Wood",1975-04,Thesis,"The Big Meadow Creek Recreation Area is a 200 acre developed rural picnic area. Located in a partially forested area typical of the transition zone between mountainous forested regions and the Palouse hill country of Idaho, it affords excellent recreational esthetic attractiveness at the local level. The acreage is a scarce dual-purpose resource exhibiting educational as well as recreational benefits. The problem being faced is what should be done to or with this deteriorating site to make it a more economically viable enterprise. Special consideration is needed in the solution as regards the University's efforts in teaching, research, and public service, all of which are conducted at this site. Alternative opportunities in either education and/or outdoor recreation require that choices be made. Management decisions bused upon rather explicit analysis of costs and benefits are likely to result in better choices and therefore a benefit-cost analysis of management alternatives was conducted.",Big Meadow Creek; recreation; day use; benefit cost analysis; financial analysis; recreation management; recreation planning; recreation management,Big Meadow Creek,UIEF; Big Meadow Creek,46.799488,-116.812869,,,,,,Department of Recreation Management,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9938379101851,GV191.42.I2M66,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0108.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0108.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0108_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0108_th.jpg
uief_0109,Big Meadow Creek Pamphlet,"Fowler, John H.",,Pamphlet,Historical Big Meadow Creek Recreation Area informational pamphlet.,Big Meadow Creek Recreation Area; historical pamphlet; historical,Big Meadow Creek,UIEF; Big Meadow Creek,46.799488,-116.812869,,,,,,Department of Recreation Management,,,GV191.42.I2A84,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,Big Meadow Pamphlet,uief_0109.pdf,pdf,https://objects.lib.uidaho.edu/uief/uief_0109.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0109_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0109_th.jpg
uief_0110,Interpretive Trails of the Big Meadow Creek Recreation Area,"Jones, Loring M.",1969-09-01,Pamphlet,Historical trail guide for the Big Meadow Creek Recreation Area.,Big Meadow Creek; trail guide,Big Meadow Creek,UIEF; Big Meadow Creek,46.799488,-116.812869,,,,,,Department of Recreation Management,,,GV199.42.I22L32 1969,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0110.pdf,pdf,https://objects.lib.uidaho.edu/uief/uief_0110.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0110_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0110_th.jpg
uief_0113,Availability of White-Tailed Deer Browse Within the Hatter Creek Enclosure,"Basile, Joseph V.",1954,Thesis,"A study of white-tailed deer browse was conducted during 1953 and 1954 within the Hatter Creek Enclosure, an 800-acre area devoted to wildlife research and located on the University (of Idaho) Experimental Forest in Latah County, Idaho. A forage inventory was made in which a cover-type map of the area was produced based on an ecological classification of the vegetation. The map depicts the location and size of the area occupied by each of the various success ional stages of vegetation, the zones and habitat types of which these stages are a part, and the dominant species present in the canopy and understory. The percentage of ground cover and the species composition of that cover were determined by the line interception method of sampling vegetation. The shrub species present were divided into two categories according to whether or not they are generally considered to be preferred as browse by white-tailed deer in this area. It was found that the ratio of preferred to non-preferred species varied between cover types, but that the two classes of shrubs were present in approximately equal ratio on the area as a whole. Four of the preferred species (willow, redstem ceanothus, western redcedar, and serviceberry) were studied to determine the effects of snow depths on the availability of browse. These determinations were hampered by mild weather conditions during the winter, and accumulated snow depths of more than 18 inches were rare. The amount of snow on the ground at any time varied considerably between the cover types. Percentages of total browse available with snow covers of approximately 1 foot and 1 ½ feet were as follows: willow, 97.1 and 92.8; redstem ceanothus, 67.4 and 49.3; western redcedar, 55.8 and 54.2, respectively. Percentage differences between species were due to differences in the distribution of current growth among the various height levels of the plants, and in the susceptibility of the branches of these species to bending under the weight of snow. The maximum accumulated depth on the serviceberry plot was 8 inches; the browse on these plants remained 100 percent available. A clipping experiment was initiated to determine the ability of redstem ceanothus to withstand various degrees of forage removal. Three clipping intensities were employed, in each of which forage was removed in amounts that left a predetermined number of buds on each twig, as follows; 0, 1 and 3 buds, respectively. All four plants in each group were subjected to the same treatment. In addition, four plants were unclipped and served as a control group. Each of the clipped plants showed a large gain in linear production and average twig length, as contrasted to a net loss in each of the control plants. Flower production was drastically reduced on the clipped plants, but was normal in the control group. Results are available for only one growing season following the start of the experiment, and are not representative of what may be expected over a period of several years of annual clipping at the same intensities.",East Hatter Creek; white-tailed deer browse; browse; white-tailed deer; ungulates; available browse; forest resources,East Hatter Creek,UIEF; East Hatter Creek,46.834119,-116.801181,,,,,,Department of Forest Resources,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9937630501851,SD427.G8B3,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0113.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0113.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0113_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0113_th.jpg
uief_0114,A Big Game Management Plan for the West Hatter Creek Unit of the University of Idaho Forest,"Forestry 144 Class of May, 1965",1965-05-30,Management Plan,"Big game management finds its most valid expression as both a science and an art within the context of wise resource management. This plan presents the basic resource descriptions, information, and recommendations for the rational, efficient and productive use of the West Hatter Creek Unit for optimum benefits to the University and the people whom it serves. It provides for a comprehensive development of a management philosophy, objectives, policy, and action program. Its focus is big game management but its concept is wildland resources. The West Hatter Creek Unit of the University of Idaho Forest shown in the map on page 12 contains 2160 acres, 34 percent of the total acreage of the Forest. Basic information on this major unit will often apply to other portions of the Forest. As with the other 22 of the 36 forestry schools in North America owning university forests, (faculty of Forestry, 1964) the University of Idaho views the Forest as an indispensible part of their total program. This Forest is large enough and near enough to the campus to provide a field laboratory environment both for research and demonstration of wildland resource management and utilization. Such education and research are enhanced by the permanent ownership of the Forest which allows and encourages intensive long-term plans and projects.",West Hatter Creek; big game; management plan; wildlife management; big game management plan; wildlife resources; wildlife,West Hatter Creek,UIEF; West Hatter Creek,46.83765,-116.824734,,,,,,Department of Wildlife Resources,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9954504301851,IDAHO SK387.B535 1965,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0114.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0114.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0114_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0114_th.jpg
uief_0115,"Evaluation of Snags on the University of Idaho Experimental Forest, Northern Idaho","Bunch, Gordon Donald",1982-04,Thesis,The study evaluated some aspects of snag availability and use on the University of Idaho Experimental Forest in Northern Idaho during 1977 and 1978. Snags were sampled throughout the four major management compartments and stand types within those compartments. The volume and density (number of snags per unit area) were estimated. Physical characteristics of snags that relate to use by cavity-nesting birds were ascertained. Cavity-nesting bird densities were estimated. The amount of snag material cut by firewood cutters during one year was estimated.,West Hatter Creek; Flat Creek; East Hatter Creek; Big Meadow Creek; firewood; snag evaluation; snags; forest resources,West Hatter Creek; Flat Creek; East Hatter Creek; Big Meadow Creek,West Hatter Creek; Flat Creek; East Hatter Creek; Big Meadow Creek; UIEF,46.869607,-116.733856,,,,,,Department of Forest Products,,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma9930753101851,SD359.I3B8,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0115.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0115.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0115_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0115_th.jpg
uief_0116,Habitat Use by Forest Owls on the University of Idaho Experimental Forest,"Burner, Ryan",2005-09-07,Directed Study,"The purpose of this study was to determine what species are present on the UI Experimental Forest property and what habitat types they are selecting for or against. This is a question that has not yet been answered in any detail by previous research. I have been unable to locate any owl research from the forest, althought the manager thinks that some species presence surveys may have been done in the past but never published. Combining field surveys with existing GIS habitat data proved to be an effective strategy for analyzing owl habitat use compared to availability.",owl habitat; owls; habitat selection; habitat preference; habitat; wildlife,,UIEF,46.869607,-116.733856,,,,,,Department of Wildlife Resources,,,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0116.pdf,pdf,https://objects.lib.uidaho.edu/uief/uief_0116.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0116_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0116_th.jpg
uief_0117,Movement and Seasonal Habitat of Ruffed Grouse on the University of Idaho Experimental Forest,"Erickson, David Lee",1961,Thesis,"A study of the seasonal habitat and movements of ruffed grouse was carried on during the period of June, 1959 to June, 1960. The site of investigation was an area of cut-over forest on the Flat Creek Block of the University of Idaho Experimental Forest, Latah County, Idaho. During late June and early July, ruffed grouse were found in both the Cedar-hemlock and Douglas fir zones. As the summer advanced, broods moved to the ravines during the day. Logging roads and railroad grades were used as evening feeding areas from about mid-august until at least mid-November. In the summer and fall of 1959, twenty-four grouse were banded. Six out of twenty grouse killed during the hunting season on the Flat Creek area were banded. The total kill represented about 13 percent of the fall population on the area. The banded juvenile grouse moved a maximum distance of 0.29 miles and a minimum distance of 0.04 miles in fall dispersal. The short period of time from the date of banding to the date the bird was killed or observed suggested that the dispersal distances were minimized. Although sufficient data are lacking, juvenile females moved farther than males. In addition, there was a tendency of the birds to move in a southerly direction up the major drainage system of the area. Grouse were found using the spur ridges, slopes, and ravines for their winter habitat. Very few birds were found wintering on the main Abies grandis/Pachistima habitat types. Grouse found on all aspects during the winter. The winter concluded that the wintering habitat of grouse overlapped the summer brood habitat in 1960. The habitat of the drumming males was on the spur ridges and slopes as opposed to the more extensive winter habitat. The cover in the Abies grandis/Pachistima habitat type was preferred by male grouse, although the use of more than one habitat type was indicated. Males showed no preferences for one aspect over others. Cocks selected large, rotten, moss-covered logs for drumming, and they commonly used more than one log during the drumming season. Thirty-eight drumming males were located on the Flat Creek area. A spring density of 5.4 drumming males per hundred acres was estimated for the area. Fifteen males were captured with mirror-traps and marked. The age composition of the trapped cocks consisted of about twice as many juveniles (one-year-olds) as adults (two years or older). Although the sample size is small, these data indicated that the ruffed grouse population on the Flat Creek area is reproducing well.",ruffed grouse; grouse; grouse habitat; seasonal habitat; species movement; Flat Creek; wildlife,Flat Creek,UIEF; Flat Creek,46.862906,-116.723791,,,,,,Department of Wildlife Resources,,,QL696.G285E7,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,,uief_0117.pdf,pdf_preview,https://objects.lib.uidaho.edu/uief/uief_0117.pdf,https://objects.lib.uidaho.edu/uief/small/uief_0117_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/uief_0117_th.jpg
